draw_bet365_probs,season,fulltime_result,date,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.38,2017_2018,2,2017-09-30,1,Sevilla,0,0,0.09,2090,61,11,0,5,6,84,0,6,1,84,52,2,17,11,3,0,2.2,3,1,0.52,1880,46,16,7,5,4,78,2,6,1,55,55,5,16,7,5,1,0.4,-1,0,0.44000000000000006,3,2,-3,-9,2,4,-1,-1,-6,-4,12,-7,2,-4,4,1,0,-0.8999999999999999,-0.019999999999999962,3,1,-0.22000000000000003,-11,-4,5,5,-1,1,-5,1,-3,1,-6,5,-1,6,-2,4,1,1.4000000000000001
0.29,2017_2018,2,2017-10-01,1,Real Madrid,2,2,0.03,2400,67,21,8,8,5,88,3,13,1,61,50,3,19,18,2,0,2.8,4,2,0.67,1958,37,17,5,10,2,77,3,4,1,73,45,5,16,6,1,0,0.4,2,2,0.010000000000000002,-20,7,-6,1,-6,-1,1,-3,1,1,11,4,1,6,7,2,0,-1.1,-0.07,4,2,-0.30000000000000004,5,-8,7,2,3,2,2,1,-1,1,-1,-11,0,6,-9,-1,0,1.7000000000000002
0.39,2017_2018,1,2017-10-01,1,Real Sociedad,2,1,0.21,2002,57,18,6,8,4,88,1,7,2,54,42,1,11,13,2,1,1.7,4,0,0.41,1900,68,14,6,7,1,91,4,6,4,64,55,1,9,5,1,0,2.1,2,1,0.0,-21,-10,5,3,-1,3,3,1,1,-3,-25,-17,-5,0,1,2,0,0.40000000000000013,0.020000000000000018,3,0,-0.41,20,28,2,2,2,-2,9,2,3,0,-15,1,-6,-2,-8,-2,0,1.1
0.36,2017_2018,2,2017-10-01,1,Valencia,3,1,0.2,1982,42,13,4,4,5,80,3,6,0,82,57,4,13,11,5,1,2.6,3,1,0.44,2019,53,8,7,0,1,82,4,1,5,72,44,4,8,16,2,0,2.2,-2,0,0.22999999999999998,11,-7,-3,-7,2,2,-1,-1,2,-2,12,7,2,4,1,5,1,-1.2,0.07,2,1,-0.09999999999999998,-8,-2,-4,0,-5,1,0,3,-5,2,4,-11,-3,-4,5,2,0,-0.10000000000000009
0.37,2017_2018,2,2017-10-01,1,Villarreal,0,0,0.19,2018,60,6,1,4,1,80,2,4,1,72,50,4,16,11,4,0,2.5,0,0,0.44,1922,49,9,0,4,5,71,2,4,4,80,72,2,14,5,2,0,0.4,0,0,0.15,-5,6,-8,-4,-3,-1,-1,0,-1,1,27,6,1,-1,1,-1,0,-0.3999999999999999,0.02999999999999997,-1,0,-0.31999999999999995,-3,10,-4,-4,-2,2,-6,0,-4,2,14,5,-2,5,1,0,0,-0.19999999999999996
0.35,2017_2018,1,2017-10-13,1,Espanyol,0,0,0.17,1957,36,8,3,4,1,79,0,3,3,68,61,6,10,7,2,0,2.4,0,0,0.48,1864,63,13,0,8,5,82,1,8,3,61,36,1,11,17,2,0,0.9,-4,-2,0.4600000000000001,9,-1,-9,-2,-6,-1,2,-3,-1,2,-5,16,1,-6,1,1,0,-2.3000000000000003,-0.08000000000000002,0,0,-0.27,-14,31,5,-1,2,4,5,1,5,1,-5,-8,-1,6,8,2,0,0.7000000000000001
0.34,2017_2018,0,2017-10-14,1,Getafe,1,0,0.59,1870,37,10,3,5,2,56,1,5,2,66,46,7,21,15,3,0,1.0,2,1,0.08,2401,64,23,8,10,5,90,5,10,3,69,38,3,8,10,2,0,2.0,-3,0,0.04999999999999999,24,-2,-7,-5,-3,1,-11,-1,-2,-4,-4,-3,6,10,-1,2,0,-0.9999999999999998,0.010000000000000009,0,-1,-0.020000000000000004,17,-3,2,0,2,0,2,2,-3,2,8,-11,0,-11,-8,0,0,0.3999999999999999
0.4,2017_2018,0,2017-10-15,1,Real Betis,4,2,0.29,1905,44,10,6,3,1,78,4,5,1,77,64,2,17,8,3,0,2.6,3,2,0.31,1990,39,10,6,2,2,77,5,2,2,64,46,4,18,16,3,0,1.7,0,2,0.21999999999999997,14,-23,-4,0,-4,0,-12,0,-1,-3,13,9,1,8,3,2,0,-0.10000000000000009,0.030000000000000027,0,1,-0.14999999999999997,14,-2,-3,2,-2,-3,-3,2,-4,2,-18,-11,0,5,5,-2,-1,0.8
0.38,2017_2018,1,2017-10-15,1,Eibar,0,0,0.22,1913,40,9,1,6,2,71,0,3,3,63,52,3,9,15,1,0,0.6,2,0,0.41,1856,62,15,9,4,2,78,3,8,3,43,53,2,16,21,6,0,0.6,0,0,0.19,-25,-9,0,1,2,-3,0,-2,-1,-1,-16,-19,1,-5,10,-1,0,-0.7000000000000001,0.0,1,0,-0.16999999999999998,-9,0,-6,3,-6,-3,-7,1,2,2,-29,-1,0,9,5,5,0,0.6999999999999997
0.37,2017_2018,0,2017-10-15,1,Girona,3,2,0.33,1814,35,9,5,4,0,71,2,6,2,85,51,6,17,7,5,0,2.4,3,1,0.3,2027,59,12,6,5,1,80,3,6,4,50,47,1,15,9,2,0,1.4,3,2,-0.09999999999999998,-3,-4,-4,3,-4,-3,-5,1,-3,-2,8,-4,2,-4,2,2,0,0.7,0.020000000000000018,3,1,-0.12,-28,0,6,5,1,0,0,1,2,3,-22,-2,-3,-1,-2,-2,0,1.4
0.34,2017_2018,0,2017-10-15,1,Malaga,0,0,0.27,1876,37,10,3,4,3,71,0,6,2,81,39,3,12,11,1,0,1.0,0,0,0.39,1861,38,7,3,2,2,69,0,2,0,73,57,2,13,13,2,0,2.2,-3,-1,0.18,2,-9,-6,-4,-1,-1,-6,-2,0,1,25,-16,-2,-4,4,-4,-1,-1.8000000000000003,0.0,-2,0,0.16999999999999998,21,9,-2,0,-1,-1,-2,-2,0,-3,10,3,-1,-2,3,-1,0,-1.2000000000000002
0.38,2017_2018,0,2017-10-16,1,Las Palmas,0,0,0.27,1854,52,11,1,8,2,85,1,3,0,60,40,7,11,9,1,0,2.1,3,2,0.35,1954,64,16,9,6,1,85,2,5,1,84,48,2,9,15,2,0,1.8,0,0,0.45000000000000007,-21,-18,3,-2,6,-1,-2,0,0,-1,1,-6,6,1,-6,0,0,0.0,-0.07,-1,-1,-0.23,25,14,5,3,3,-1,14,0,1,-2,17,20,2,4,2,1,0,1.0999999999999999
0.35,2017_2018,2,2017-10-21,1,Real Betis,3,0,0.14,1887,58,13,6,6,1,87,2,7,5,50,54,3,11,9,1,0,0.8,2,1,0.52,1915,36,8,3,5,0,75,5,4,3,60,63,0,18,11,4,0,0.7,-1,-2,-0.12,5,14,3,0,3,0,8,-2,2,4,-27,-10,1,-6,1,-2,0,0.5,0.010000000000000009,1,0,-0.2,-2,3,0,0,2,-2,0,5,-1,1,-10,13,-5,-1,-8,-1,0,1.5000000000000002
0.36,2017_2018,1,2017-10-21,1,Levante,0,0,0.27,1869,41,13,3,8,2,68,1,4,0,76,36,5,13,8,3,0,0.5,1,0,0.36,1868,31,8,3,5,0,67,0,4,3,83,34,4,23,8,2,0,0.8,0,0,0.29,-18,-21,0,3,0,-3,-14,0,-4,-3,15,0,4,2,-9,1,0,-0.20000000000000007,-0.010000000000000009,0,0,0.20999999999999996,-8,-6,-2,0,0,-2,10,-1,-1,1,16,-12,-3,2,-7,-1,0,-0.30000000000000004
0.35,2017_2018,2,2017-10-22,1,Leganes,2,0,0.27,1881,45,19,9,8,2,67,3,2,2,78,58,5,21,20,3,0,1.1,1,1,0.38,2016,41,13,2,5,6,68,1,6,1,50,67,5,18,9,6,0,0.7,2,0,-0.19999999999999996,6,6,12,6,6,0,-2,3,0,2,4,0,3,8,7,1,0,1.8000000000000003,0.050000000000000044,-1,1,-0.15000000000000002,-8,-19,-3,-4,-3,4,-15,-4,-2,-2,2,13,3,2,-9,2,0,-1.0000000000000002
0.31,2017_2018,2,2017-10-22,1,Real Madrid,2,1,0.03,2392,69,16,6,6,4,84,2,7,5,63,65,2,8,22,3,0,1.4,0,0,0.66,1909,55,12,3,5,4,77,0,10,5,71,59,2,9,10,2,0,0.3,0,0,0.05,1,5,-7,-2,-4,-1,-5,-3,-3,2,-5,27,-1,0,12,1,0,-0.7999999999999998,0.050000000000000044,0,0,-0.22,-9,14,3,2,-1,2,6,0,7,2,7,6,-1,0,-5,1,0,0.19999999999999996
0.33,2017_2018,2,2017-10-22,1,Villarreal,2,2,0.12,2026,48,10,3,4,3,79,3,1,2,65,40,4,20,12,4,0,2.7,2,0,0.55,1836,59,24,11,10,3,86,3,14,2,50,54,2,13,12,2,0,0.9,-1,1,0.10999999999999999,9,-11,-2,-3,-1,2,0,0,-5,-2,15,-6,3,5,3,2,0,-1.1,0.0,2,0,-0.41000000000000003,-1,7,13,10,2,1,0,2,11,2,-10,14,-5,2,3,1,0,1.4000000000000001
0.36,2017_2018,0,2017-10-23,1,Deportivo La Coruna,0,0,0.22,1860,44,8,2,6,0,71,1,1,1,68,40,4,11,7,2,0,2.4,1,1,0.42,1807,52,26,5,13,8,81,1,8,3,60,59,1,12,20,4,0,1.8,-2,0,0.15999999999999998,8,-18,-7,-7,2,-2,-6,-2,-7,-2,25,-12,2,-5,-14,-4,0,-1.6999999999999997,0.010000000000000009,-2,-1,-0.19,6,16,17,0,9,8,9,-1,2,1,-25,7,-5,-5,13,-1,0,1.0
0.39,2017_2018,1,2017-10-23,1,Real Sociedad,4,2,0.19,2028,55,18,6,5,7,85,2,12,2,66,35,1,9,17,3,0,1.3,0,0,0.41,1952,58,21,6,9,6,77,2,9,5,60,63,3,9,13,2,0,0.5,2,1,-0.05000000000000002,-26,-2,0,0,-3,3,-3,1,5,0,12,-6,0,-2,4,1,-1,0.5999999999999999,0.0,0,0,-0.5,-1,22,13,3,5,5,-2,2,6,2,-8,1,-3,-1,6,0,0,2.0
0.33,2017_2018,0,2017-10-28,1,Alaves,0,0,0.53,1915,31,7,3,4,0,74,1,5,7,61,71,4,9,18,2,0,0.9,4,1,0.14,2032,52,18,8,5,5,82,3,7,0,91,51,5,15,20,2,0,1.0,-2,-1,0.06,1,-5,-1,0,-1,0,-1,-4,1,4,1,7,4,-9,7,-2,0,-1.5000000000000002,-0.010000000000000009,-2,-1,-0.12,18,11,5,-1,2,4,0,-1,2,-2,26,5,2,4,10,-2,0,0.5000000000000002
0.35,2017_2018,0,2017-10-28,1,Athletic Bilbao,0,0,0.54,2005,61,7,1,5,1,77,1,3,2,73,56,3,16,15,4,0,1.1,2,1,0.11,2335,65,12,4,5,3,89,2,4,2,80,52,5,10,10,1,0,2.7,-1,-1,0.09000000000000002,5,19,-6,-1,0,-5,9,0,-3,1,23,-11,-2,-2,6,-2,0,-0.5,-0.030000000000000027,1,1,-0.24000000000000002,1,-3,-3,-3,0,0,1,0,3,0,23,-30,2,0,-2,-1,0,0.5
0.31,2017_2018,1,2017-10-28,1,Atletico Madrid,1,1,0.12,2200,32,4,2,2,0,75,1,4,1,54,36,9,19,12,5,0,1.6,4,0,0.58,2016,50,25,9,9,7,87,3,9,6,88,50,5,14,9,1,0,0.7,0,0,-0.14,-10,1,-1,-2,1,0,0,1,2,-1,4,19,3,7,2,2,0,0.7,-0.030000000000000027,2,-2,-0.18,-1,2,15,6,5,4,7,0,8,4,23,9,1,-6,-3,-3,0,1.3000000000000003
0.36,2017_2018,1,2017-10-29,1,Eibar,0,0,0.2,1897,41,9,2,7,0,81,0,2,5,66,37,5,7,9,1,0,1.6,1,0,0.44,1883,51,5,1,2,2,72,1,3,1,72,63,4,18,16,1,0,1.0,0,0,0.44000000000000006,-4,-13,-3,-1,2,-4,4,0,-8,0,-4,-21,3,-2,-1,-1,0,-0.3,-0.07,1,0,-0.20999999999999996,5,9,-8,-2,-6,0,4,0,-1,1,-4,27,-1,5,8,-2,0,-0.4
0.39,2017_2018,2,2017-10-29,1,Getafe,1,0,0.28,1859,49,9,5,2,2,68,1,2,5,69,36,0,16,17,3,0,2.2,1,0,0.33,2023,61,19,5,6,8,85,2,10,2,66,56,0,11,15,3,1,1.2,0,0,-0.22999999999999998,-2,18,1,2,-3,2,1,1,-2,2,-14,1,-4,-7,9,1,0,-0.19999999999999996,0.019999999999999962,-3,-2,-0.01999999999999999,26,6,1,-1,1,1,0,0,-2,0,0,21,-1,2,-2,0,1,-0.3999999999999999
0.39,2017_2018,2,2017-10-29,1,Malaga,0,0,0.35,1844,34,13,5,5,3,80,0,3,4,66,47,2,11,10,3,0,1.9,0,0,0.26,1977,67,19,8,6,5,85,0,5,1,76,63,1,13,19,3,0,1.2,0,0,0.38,-20,-20,0,0,0,0,5,-1,-1,4,1,5,-5,-10,-9,1,-1,-0.4,-0.020000000000000018,-5,-2,0.09000000000000002,18,26,5,1,2,2,6,-3,2,1,-12,18,-8,1,7,2,-1,-0.7
0.38,2017_2018,2,2017-10-30,1,Espanyol,1,1,0.24,1956,38,4,1,1,2,73,1,1,1,72,43,4,15,11,4,0,0.9,2,1,0.38,1907,68,12,5,6,1,90,2,6,1,76,28,3,18,9,2,0,0.4,1,1,0.23999999999999996,-5,-20,-17,-5,-8,-4,-4,-1,-8,-4,12,-20,1,6,-2,2,0,-1.9,0.040000000000000036,-1,1,-0.14999999999999997,-18,10,-1,-1,0,0,3,0,-1,-4,26,-25,0,7,0,1,0,-1.8
0.38,2017_2018,0,2017-10-30,1,Las Palmas,0,0,0.22,1853,49,16,5,8,3,83,0,6,1,72,50,6,9,14,5,0,0.6,1,0,0.39,1823,60,15,6,6,3,82,2,9,5,64,26,4,9,14,3,0,1.7,-2,0,0.28,-18,-9,-8,-6,-2,0,-2,-3,-8,-1,22,-4,4,-4,2,3,0,-1.2000000000000002,-0.04999999999999999,1,0,-0.18999999999999997,4,16,7,4,0,3,10,1,8,4,-4,-14,0,-2,7,1,0,1.7999999999999998
0.38,2017_2018,1,2017-11-03,1,Real Betis,0,0,0.22,1901,60,9,4,1,4,84,0,3,0,88,20,3,17,10,5,0,1.3,2,0,0.41,1871,44,10,5,2,3,70,2,8,6,84,36,3,19,16,3,0,0.8,-2,-1,0.24,20,-7,-3,-1,-5,3,-5,-2,-3,-1,11,-7,0,-1,1,3,0,-0.4,0.030000000000000027,1,0,-0.07999999999999996,-9,-4,1,0,0,1,2,1,6,1,15,0,3,3,-1,0,0,1.4000000000000001
0.36,2017_2018,2,2017-11-04,1,Alaves,1,0,0.33,1905,44,16,6,5,5,75,0,6,1,66,44,0,19,17,5,0,0.7,1,0,0.31,1962,39,10,4,6,0,74,1,5,4,66,79,4,10,16,2,0,0.9,1,0,0.010000000000000009,0,13,9,3,1,5,1,-1,1,-6,4,-27,-4,10,-1,3,0,0.20000000000000007,-0.019999999999999962,0,-1,-0.16999999999999998,4,0,6,3,5,-2,0,0,4,3,-5,35,0,-5,5,-2,0,0.4
0.36,2017_2018,2,2017-11-04,1,Barcelona,2,1,0.06,2330,60,17,5,5,7,82,2,4,5,52,51,5,12,14,4,0,2.1,2,1,0.58,2055,61,9,5,3,1,81,1,5,4,47,42,0,16,18,0,0,0.6,0,0,0.08,3,-4,5,1,0,4,-7,0,0,3,-27,-1,0,2,4,3,0,0.8000000000000003,0.02999999999999997,2,1,-0.26999999999999996,-9,13,-8,0,-3,-5,2,1,-5,-1,-12,-6,-4,-5,3,-4,0,0.8999999999999999
0.35,2017_2018,2,2017-11-04,1,Valencia,2,1,0.12,2042,55,7,2,3,2,78,0,4,1,83,55,5,18,17,1,0,2.2,1,0,0.53,1898,38,10,1,5,4,62,0,6,0,73,57,3,19,15,3,0,1.2,-2,0,-0.04999999999999999,24,3,-11,-6,-2,-3,-3,-3,-3,1,-8,4,0,3,-3,-1,0,-1.2000000000000002,-0.07,0,0,0.26,21,0,-6,-3,-2,-1,-5,-2,1,-3,23,13,2,4,-1,0,0,0.09999999999999987
0.38,2017_2018,2,2017-11-05,1,Celta Vigo,1,0,0.23,1966,64,10,2,4,4,84,2,1,4,64,65,1,12,20,3,0,1.0,0,0,0.38,2003,39,17,5,8,4,78,2,6,6,45,48,3,15,12,1,0,0.9,1,0,-0.18,5,-2,-9,-6,-2,-1,-1,2,-4,3,-12,1,0,-1,1,0,0,0.09999999999999987,0.030000000000000027,0,0,0.16000000000000003,-11,-22,10,4,3,3,0,1,3,4,-28,-7,0,-1,-3,-3,0,0.40000000000000013
0.38,2017_2018,0,2017-11-05,1,Levante,2,2,0.28,1886,30,3,2,1,0,60,3,2,5,66,46,4,16,5,3,0,0.8,2,0,0.35,1823,38,15,4,8,3,79,2,2,1,65,50,4,21,9,2,0,1.5,1,2,0.16999999999999998,14,-20,-2,1,-1,-2,-12,2,-1,4,-5,-17,0,-2,-11,2,0,0.5,0.0,0,-1,0.14000000000000007,-3,0,2,-2,3,1,7,1,-5,0,-15,-23,-1,5,1,-6,0,0.40000000000000013
0.39,2017_2018,2,2017-11-05,1,Real Madrid,1,1,0.03,2347,61,14,6,5,3,84,1,7,4,81,50,2,11,21,1,0,2.2,1,1,0.57,1833,62,13,5,6,2,86,1,8,2,66,45,2,11,15,1,0,0.2,-2,-1,0.04000000000000001,1,3,-1,-1,0,0,-1,-2,2,0,9,-12,-1,2,14,0,0,0.10000000000000009,0.06,1,1,-0.33000000000000007,17,13,-3,0,-2,-1,2,1,2,1,-6,-5,-4,2,1,-4,0,-0.30000000000000004
0.36,2017_2018,2,2017-11-05,1,Real Sociedad,1,1,0.14,2014,55,15,4,6,5,79,2,7,3,86,64,3,16,19,2,0,2.4,2,0,0.5,1894,69,16,6,7,3,81,0,6,2,50,53,0,8,15,1,0,0.3,0,1,0.14,-5,-5,-4,-1,0,-3,-6,0,-3,1,20,7,3,5,4,-1,-1,-0.10000000000000009,0.0,2,0,-0.46,-12,27,7,4,0,3,0,0,4,-3,-16,16,-5,1,6,0,0,1.3
0.37,2017_2018,2,2017-11-05,1,Villarreal,1,0,0.13,2041,54,12,4,2,6,79,1,6,0,70,44,4,20,13,4,0,1.2,2,1,0.51,1855,35,15,3,7,5,72,0,4,0,73,34,1,20,8,2,0,0.5,-3,0,0.45999999999999996,-10,4,-13,-5,-7,-1,-7,-2,-3,-6,-17,-5,-1,6,4,3,0,-2.0,-0.020000000000000018,2,1,-0.30000000000000004,-12,0,2,-2,2,2,-7,0,1,-4,6,-12,-1,9,-2,-1,0,1.2999999999999998
0.4,2017_2018,1,2017-11-17,1,Girona,2,0,0.33,1837,51,10,5,5,0,80,3,2,2,85,53,3,16,9,4,0,1.2,3,2,0.27,2021,51,10,6,4,0,80,3,3,5,66,42,4,10,15,0,0,1.4,0,0,-0.21000000000000008,19,12,-5,1,-3,-3,0,1,0,1,20,3,-1,-5,0,2,0,-0.7000000000000002,0.010000000000000009,2,1,-0.19,-9,-4,-5,2,-2,-5,1,1,-4,2,-20,-21,1,-6,-4,-2,0,1.2
0.33,2017_2018,0,2017-11-18,1,Leganes,0,0,0.59,1891,42,13,6,3,4,74,0,7,2,60,59,3,13,10,2,0,1.5,2,1,0.08,2332,52,18,6,8,4,85,2,3,2,75,33,2,10,12,1,0,2.6,-1,0,0.0,-4,3,3,5,-2,0,12,0,1,2,-13,1,0,-6,-5,-1,0,0.0,0.019999999999999962,0,0,-0.05,-5,-8,1,1,3,-3,2,0,-1,-3,22,-18,-3,-2,-2,-3,0,-0.6000000000000001
0.37,2017_2018,2,2017-11-18,1,Sevilla,1,0,0.17,2053,47,8,3,3,2,86,1,3,5,69,66,3,12,10,0,0,1.3,3,3,0.46,1978,49,11,5,4,2,77,2,3,4,59,53,4,13,16,2,0,1.8,-1,-1,0.43999999999999995,12,-13,-1,-2,0,1,5,0,-2,1,21,24,3,-4,-8,0,0,-1.1,0.02999999999999997,2,3,-0.03,-11,-15,1,3,0,-2,-7,0,2,0,-5,-12,3,1,-4,-1,0,-0.19999999999999996
0.37,2017_2018,1,2017-11-19,1,Athletic Bilbao,1,1,0.25,1991,50,14,5,7,2,78,2,6,0,62,46,2,17,13,3,0,1.0,2,0,0.37,2046,55,14,3,9,2,78,2,6,9,70,64,2,18,11,2,0,1.4,1,1,-0.16000000000000003,-2,11,-3,0,-1,-2,0,0,0,-6,17,-1,-1,2,1,2,0,-0.20000000000000007,0.030000000000000027,1,0,-0.44999999999999996,25,0,2,-1,7,-4,0,1,0,9,0,20,-2,-2,-2,-2,0,0.5
0.37,2017_2018,0,2017-11-19,1,Las Palmas,0,0,0.21,1832,40,3,1,1,1,83,0,2,3,61,60,6,9,9,1,0,0.8,1,0,0.42,1872,48,7,4,2,1,78,1,7,1,50,46,3,10,14,3,0,0.9,-1,-1,0.35,-20,-21,-10,-4,-5,-1,-3,-1,-6,1,-4,15,4,-2,-6,0,0,-0.39999999999999997,0.010000000000000009,-1,-2,-0.15999999999999998,3,18,4,2,1,1,18,-2,5,-4,-16,0,-1,-6,9,0,0,-0.19999999999999996
0.38,2017_2018,2,2017-11-19,1,Malaga,0,0,0.27,1850,44,10,2,4,4,72,0,4,3,84,35,1,12,18,5,0,1.8,0,0,0.35,1839,50,15,1,8,6,74,0,4,1,72,45,2,17,10,4,0,1.2,-2,-1,0.16000000000000003,11,9,-5,-1,-3,-1,0,0,0,3,10,1,0,-8,10,3,0,-1.4,-0.020000000000000018,-3,-1,0.07999999999999996,20,13,0,-4,1,3,-3,-1,-1,1,-2,-9,-2,2,-1,3,0,-1.1
0.34,2017_2018,2,2017-11-24,1,Celta Vigo,1,1,0.2,1973,48,11,5,5,1,81,3,2,0,61,32,3,17,19,2,0,1.8,0,0,0.45,1887,32,18,7,5,6,70,3,6,0,65,25,3,25,10,1,0,0.8,-2,-2,0.23,12,-1,0,0,1,-1,4,1,-1,-4,2,-21,-1,4,3,0,0,0.8,-0.010000000000000009,0,0,0.05999999999999994,-7,-9,5,1,2,2,-3,3,-1,-2,5,-34,0,12,0,-1,0,0.30000000000000004
0.36,2017_2018,0,2017-11-25,1,Alaves,1,0,0.29,1900,57,11,5,4,2,73,1,5,1,76,44,4,14,17,3,0,0.4,5,2,0.36,1902,43,17,7,9,1,79,3,5,3,64,56,0,10,9,2,0,1.0,0,-1,0.13999999999999996,9,22,-6,-1,-4,-1,-1,0,2,-2,7,-12,1,-15,8,-4,0,0.10000000000000009,-0.010000000000000009,4,2,-0.21999999999999997,-7,-5,8,2,7,-1,2,3,-1,-1,-9,-1,-3,-7,1,-1,0,1.9000000000000001
0.39,2017_2018,1,2017-11-25,1,Real Betis,0,0,0.21,1882,56,4,0,2,2,81,2,2,2,71,44,3,9,9,2,1,1.1,1,0,0.4,1839,54,14,4,7,3,78,1,3,3,53,61,4,28,10,4,0,1.6,-2,0,0.12999999999999998,-4,-18,-11,-4,-7,0,-6,1,-2,2,-3,-19,3,-1,-3,0,1,-0.5,0.0,-1,0,-0.019999999999999962,14,3,4,-1,2,3,-1,-2,1,1,-31,7,1,12,1,0,0,-0.30000000000000004
0.29,2017_2018,0,2017-11-25,1,Levante,2,0,0.59,1890,38,11,6,3,2,77,2,5,0,55,42,5,23,9,4,0,1.3,0,0,0.12,2203,34,7,1,3,3,80,1,7,0,72,36,3,21,5,6,0,3.4,1,0,0.13999999999999996,-14,-9,4,2,1,1,-1,1,-2,-1,5,-3,2,13,-5,1,0,0.09999999999999998,-0.010000000000000009,-1,0,0.18,4,-14,-4,-2,-3,1,7,1,3,-5,25,-18,2,11,-12,4,0,0.19999999999999996
0.37,2017_2018,2,2017-11-25,1,Real Madrid,0,0,0.03,2351,65,14,3,3,8,88,3,9,0,76,64,0,6,21,2,0,2.9,3,1,0.6,1857,45,14,5,6,3,76,1,5,4,76,38,2,16,15,4,0,0.6,-3,-1,0.22,1,6,-13,-6,-7,0,-2,0,0,-6,7,24,-1,-3,12,0,0,-0.8000000000000003,-0.010000000000000009,3,1,-0.24,-5,1,4,3,2,-1,3,1,1,1,-7,3,1,4,-3,-1,0,1.3
0.38,2017_2018,1,2017-11-26,1,Deportivo La Coruna,2,1,0.32,1832,54,12,4,4,4,78,1,4,4,75,61,2,15,14,5,0,1.8,1,0,0.3,1995,46,15,3,10,2,77,1,9,2,71,39,3,10,15,1,0,1.7,2,1,-0.12,-4,3,-3,3,-4,-2,4,1,0,3,2,15,0,-2,4,1,0,0.6,0.030000000000000027,0,-1,-0.13,-12,-3,1,-2,3,0,0,-1,3,2,8,-7,1,-7,2,-2,0,0.09999999999999998
0.4,2017_2018,1,2017-11-26,1,Valencia,2,0,0.41,2064,53,9,4,3,2,81,0,4,1,66,48,4,17,10,4,0,1.2,3,1,0.19,2336,67,11,7,2,2,84,2,3,5,73,75,7,10,24,1,0,1.0,-1,-1,0.14,7,-4,-4,-2,0,-2,-4,-2,0,-1,1,7,-2,6,-3,3,0,-1.2000000000000002,0.020000000000000018,1,0,0.020000000000000004,2,15,-7,1,-6,-2,0,0,0,3,-1,41,5,0,12,0,0,0.5
0.39,2017_2018,0,2017-11-26,1,Villarreal,1,1,0.27,2054,53,7,4,3,0,81,1,7,3,75,60,2,16,8,3,0,2.1,2,1,0.34,2057,51,12,5,4,3,81,1,1,2,52,67,4,20,14,3,0,1.6,-1,1,0.24,5,-2,-7,1,-6,-2,2,-1,1,-6,4,-3,0,-2,-3,1,0,0.19999999999999996,0.0,1,1,-0.4099999999999999,-2,4,4,2,1,1,-4,0,-2,-3,-16,1,1,8,4,3,0,0.7000000000000001
0.37,2017_2018,2,2017-11-27,1,Espanyol,0,0,0.22,1938,46,13,4,7,2,77,1,3,3,69,52,2,11,16,0,0,0.9,4,2,0.41,1889,43,13,8,2,3,69,5,4,1,58,55,4,18,13,2,0,0.8,0,0,0.04999999999999999,-9,-18,4,1,2,1,-6,1,-5,2,11,9,-2,2,-12,0,-1,0.20000000000000007,0.010000000000000009,2,0,-0.22999999999999998,4,17,4,6,-4,2,7,3,-3,-1,-4,18,2,4,4,-4,0,2.4000000000000004
0.37,2017_2018,1,2017-12-01,1,Malaga,2,1,0.17,1850,42,9,3,4,2,82,1,0,3,72,52,6,13,14,2,0,1.0,0,0,0.46,1877,44,17,2,11,4,82,2,2,0,91,42,6,11,14,2,0,0.5,-1,0,0.32999999999999996,7,-3,-5,-2,-2,-1,6,0,-5,-1,-4,13,4,-3,-1,-2,0,-1.2000000000000002,-0.010000000000000009,-2,0,0.16999999999999998,18,5,6,-4,8,2,4,0,-3,0,36,0,1,-12,5,-2,0,0.4
