draw_bet365_probs,season,fulltime_result,date,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.33,2021_2022,0,2022-02-26,0,Celta Vigo,1,0,0.53,1983,63,8,4,2,2,83,1,2,5,75,47,2,15,16,3,0,0.8,3,1,0.14,2111,37,5,4,0,1,70,2,2,0,47,32,4,19,12,2,0,0.6,1,0,-0.07999999999999999,-2,7,2,3,-2,1,4,1,-1,2,27,2,0,-4,6,1,0,0.19999999999999996,-0.03999999999999998,3,1,0.13,-18,-16,-5,3,-5,-3,-9,1,-3,-2,-12,-20,0,10,-6,-1,0,-0.19999999999999996
0.34,2021_2022,0,2022-02-27,0,Osasuna,0,0,0.47,1942,62,14,4,6,4,80,0,4,1,66,67,1,12,17,1,0,0.4,0,0,0.18,2008,53,9,2,4,3,79,0,4,0,62,51,4,9,7,1,0,1.0,-3,-2,0.02999999999999997,22,17,2,-1,0,3,21,-3,-1,-1,-24,19,-2,-4,6,0,0,-1.0,-0.020000000000000018,-2,-1,0.30000000000000004,12,-3,-9,-6,-1,-2,-2,-4,-2,0,19,-6,2,-4,-5,1,0,-2.5
0.38,2021_2022,0,2022-02-27,0,Athletic Bilbao,4,0,0.48,2047,46,18,8,8,2,73,3,6,4,59,48,2,9,8,4,0,0.3,4,3,0.14,2165,64,7,6,0,1,84,3,3,1,46,54,4,16,21,4,0,3.1,2,0,0.010000000000000009,-12,-8,11,6,5,0,-1,0,0,3,-26,3,-1,-6,-12,0,0,1.1999999999999997,-0.009999999999999953,2,2,0.04999999999999999,-8,0,-5,2,-7,0,-3,0,-2,-2,-13,-16,2,3,9,2,-1,0.5
0.35,2021_2022,1,2022-02-28,0,Cadiz,1,1,0.43,1833,64,9,2,5,2,79,1,7,5,44,34,0,17,11,3,0,0.7,1,0,0.22,1891,38,20,5,8,7,66,3,9,1,57,42,3,15,10,3,0,0.2,1,1,-0.03999999999999998,2,20,1,0,2,-1,4,0,4,4,-5,-20,-1,5,-7,0,0,-0.19999999999999996,-0.02999999999999997,1,0,-0.16999999999999998,-7,-4,5,3,1,1,-7,2,4,1,-2,1,-3,2,-3,1,0,1.0999999999999999
0.32,2021_2022,1,2022-03-04,0,Sevilla,1,1,0.2,2132,56,7,2,4,1,86,2,7,4,64,71,3,14,14,4,1,1.2,2,1,0.47,1843,50,7,3,4,0,64,3,1,4,45,58,1,24,7,4,0,1.4,-1,1,0.14,10,0,-7,-4,0,-3,1,2,2,2,9,18,2,1,1,3,1,-0.30000000000000004,0.03999999999999998,2,1,-0.12,-2,20,0,1,-1,0,-2,3,0,3,1,-9,-4,13,1,3,0,0.4
0.38,2021_2022,0,2022-03-05,0,Villarreal,5,3,0.23,2124,65,19,11,6,2,85,5,10,2,82,71,1,11,12,2,0,0.5,0,0,0.39,1936,42,11,1,7,3,77,0,5,4,60,58,4,9,10,5,0,0.8,1,1,-0.09,10,3,4,4,1,-1,4,2,8,-1,9,14,-2,1,-1,-4,0,-0.5,-0.02999999999999997,0,0,0.04999999999999999,-15,-20,-3,-3,1,-1,-2,0,1,3,-6,-9,3,-3,-7,4,0,-0.19999999999999996
0.34,2021_2022,0,2022-03-05,0,Getafe,2,0,0.41,1902,49,12,3,8,1,62,2,6,4,55,41,1,7,23,2,1,0.4,1,0,0.25,1891,34,7,2,4,1,75,1,3,1,40,28,7,12,11,1,0,0.1,1,-1,-0.08999999999999997,1,13,6,2,5,-1,-3,2,4,3,-4,-24,0,-4,8,-2,1,0.20000000000000007,-0.030000000000000027,0,0,0.17000000000000004,4,-9,-4,-2,-1,-1,-6,-1,0,0,-26,0,6,-2,-2,-3,0,-0.3999999999999999
0.37,2021_2022,0,2022-03-05,0,Granada,0,0,0.46,1887,36,6,1,2,3,69,0,0,3,81,40,4,12,15,3,1,0.4,1,1,0.18,1991,32,8,4,3,1,62,0,1,1,50,68,3,21,14,4,1,1.6,-1,0,-0.21,-12,-1,-14,-4,-6,-4,2,-3,-9,2,24,-2,1,-3,5,0,1,-2.0999999999999996,-0.010000000000000009,0,1,-0.030000000000000027,-16,-2,-3,-1,-1,-1,-9,-1,-7,-1,4,23,1,-1,-1,1,1,-0.20000000000000007
0.38,2021_2022,0,2022-03-05,0,Real Sociedad,2,1,0.48,2027,48,13,3,6,4,80,1,4,1,72,51,1,9,12,2,0,0.8,1,0,0.14,2265,66,13,6,2,5,87,3,9,5,72,42,5,5,19,3,0,2.0,1,1,0.07,6,-9,2,-2,3,1,-4,0,-2,-1,15,9,0,-1,4,2,0,0.6000000000000001,0.019999999999999962,-2,0,0.1,2,-3,-10,-3,-10,3,-2,0,2,-2,29,10,3,-1,9,2,0,-0.7999999999999998
0.36,2021_2022,0,2022-03-06,0,Rayo Vallecano,0,0,0.32,1891,34,19,5,10,4,81,1,5,0,83,57,5,20,5,5,0,1.1,0,0,0.32,1837,63,12,4,7,1,82,1,4,1,35,60,1,17,12,3,0,1.1,-1,0,0.18,-8,-22,6,3,2,1,0,0,2,0,11,19,2,5,-12,1,0,0.20000000000000007,0.010000000000000009,-1,-1,0.06,-1,-1,3,2,2,-1,3,0,-3,-4,-8,25,1,0,1,0,0,0.19999999999999996
0.33,2021_2022,0,2022-03-06,0,Real Mallorca,0,0,0.5,1858,51,13,1,7,5,80,0,3,1,61,48,1,12,9,0,0,1.5,0,0,0.17,1977,63,16,2,7,7,84,1,9,2,72,50,4,7,10,3,0,2.7,0,0,0.09999999999999998,-10,-15,-10,-2,-6,-2,-2,-1,-11,0,-19,17,-2,-2,-12,-4,0,-1.3,0.0,-1,0,0.39,-6,0,8,-2,5,5,0,0,7,-3,-2,2,2,-8,-6,0,0,-0.3999999999999999
0.37,2021_2022,2,2022-03-06,0,Atletico Madrid,2,1,0.28,2117,36,13,6,6,1,77,1,5,1,50,50,2,10,7,4,0,2.8,2,1,0.35,2090,55,14,5,2,7,83,1,4,1,44,44,0,13,15,3,0,1.0,-1,0,-0.07999999999999999,13,-1,8,2,6,0,7,-1,3,1,2,17,-2,-9,-5,2,0,-0.5000000000000001,-0.019999999999999962,-2,-2,-0.09,21,-3,-5,-6,-2,3,1,-2,-3,-1,-24,-11,-2,5,3,1,0,-0.7000000000000002
0.36,2021_2022,0,2022-03-07,0,Levante,3,1,0.5,1848,42,11,4,6,1,75,2,3,3,81,39,3,17,8,1,0,0.5,0,0,0.14,2030,28,6,3,1,2,73,0,0,3,60,57,3,10,8,1,0,3.1,2,1,-0.31000000000000005,6,5,-2,1,0,-3,3,1,-2,2,31,-13,0,1,-6,-4,0,0.40000000000000013,0.03999999999999998,-4,0,0.20999999999999996,14,-18,-12,-5,-7,0,0,-3,-6,-1,0,9,1,1,0,-3,0,-2.5
0.3,2021_2022,0,2022-03-11,0,Cadiz,2,0,0.61,1850,46,13,7,5,1,72,0,5,1,64,50,3,23,15,5,0,0.8,3,1,0.09,2135,34,8,6,2,0,71,5,3,1,52,44,5,10,15,3,0,0.3,2,0,-0.10999999999999999,4,-16,1,3,-2,0,-10,-1,1,0,28,-10,2,6,3,2,0,0.40000000000000013,0.010000000000000009,1,0,0.14,6,-1,-5,0,-4,-1,-6,4,-2,0,2,-5,3,0,8,-1,0,2.1999999999999997
0.37,2021_2022,1,2022-03-12,0,Espanyol,2,2,0.36,1902,55,4,1,2,1,77,0,1,5,41,53,3,17,13,6,0,0.4,1,0,0.26,1843,50,5,2,2,1,78,0,3,0,52,35,5,14,6,2,0,1.1,1,2,-0.30000000000000004,-5,20,-3,-1,-2,0,1,-1,-2,4,1,25,-4,5,2,5,0,-1.0,0.010000000000000009,-2,-1,0.28,15,7,-6,-2,-4,0,3,-2,0,-3,-29,-4,2,-3,-2,1,0,-1.6
0.36,2021_2022,2,2022-03-12,0,Elche,1,1,0.38,1871,32,13,3,5,5,69,1,5,3,43,38,6,10,6,2,1,1.2,1,0,0.25,1880,47,7,0,6,1,67,0,6,2,35,47,1,13,14,3,0,1.4,1,1,0.15999999999999998,-15,-24,5,0,1,4,-14,-1,2,2,-31,-22,5,2,-9,0,0,0.5000000000000001,-0.03999999999999998,1,0,0.24000000000000002,-4,11,1,-1,4,-2,-1,0,6,-1,-46,7,-3,1,-1,0,-1,0.2
0.36,2021_2022,1,2022-03-12,0,Valencia,3,0,0.36,1998,52,12,4,6,2,74,2,3,1,70,52,0,14,13,3,0,0.2,0,0,0.27,1891,44,12,3,5,4,72,0,5,1,50,46,0,15,16,5,0,0.9,2,-1,-0.18,19,19,4,0,3,1,11,2,2,0,20,-16,-3,-7,-1,-1,-1,1.0,0.010000000000000009,-2,0,0.20999999999999996,-4,-4,0,0,-3,3,9,-2,-1,-3,-5,5,-1,8,-7,3,-1,-0.7000000000000001
0.37,2021_2022,0,2022-03-13,0,Athletic Bilbao,3,0,0.36,2035,50,17,9,5,3,82,6,4,3,75,65,1,6,14,1,0,0.5,1,1,0.26,2054,65,18,6,4,8,85,2,10,0,50,55,3,16,10,5,0,0.7,3,0,-0.33999999999999997,-17,21,11,6,4,1,8,6,4,0,15,7,-2,-4,6,0,0,2.8000000000000003,-0.020000000000000018,-1,0,0.20999999999999996,-18,10,4,1,2,1,1,1,6,-1,5,10,3,3,-5,2,0,-0.5
0.32,2021_2022,0,2022-03-13,0,Alaves,0,0,0.56,1848,34,14,2,7,5,60,4,5,1,50,55,4,16,8,3,0,0.8,1,1,0.12,2023,36,1,1,0,0,81,0,1,0,76,27,4,14,12,2,0,2.2,-2,-1,-0.020000000000000018,4,-16,7,-1,3,5,-3,1,4,-3,4,-3,3,-8,1,-1,0,0.3999999999999999,0.010000000000000009,-1,0,0.22999999999999998,13,-12,-12,-2,-6,-4,0,-1,-3,-1,4,-23,3,5,0,0,0,-0.8
0.3,2021_2022,0,2022-03-13,0,Osasuna,1,0,0.62,1948,27,12,3,8,1,62,1,6,2,57,22,1,12,6,1,0,0.2,2,0,0.08,2167,67,20,9,9,2,86,6,6,4,52,61,2,8,8,6,0,3.6,1,0,-0.07999999999999996,-6,-14,1,2,1,-2,-15,1,1,-2,-2,-35,-3,3,-4,-4,0,0.4,0.03999999999999998,-2,-1,-0.030000000000000013,8,-4,3,2,2,-1,-5,3,1,0,-3,19,-1,0,-2,4,0,0.9999999999999996
0.35,2021_2022,2,2022-03-14,0,Real Madrid,4,2,0.14,2281,63,18,8,4,6,89,1,7,3,91,72,0,12,14,0,0,1.8,3,1,0.52,1854,40,12,3,5,4,75,1,5,0,42,62,4,9,15,4,1,1.4,3,2,-0.01999999999999999,3,-2,5,2,2,1,2,-2,-2,-2,19,29,-5,7,-5,-3,0,-0.10000000000000009,0.020000000000000018,3,1,0.12,-13,-10,-1,2,-2,-1,-4,1,2,-1,-19,13,3,-3,6,4,1,1.0
0.29,2021_2022,1,2022-03-18,0,Getafe,0,0,0.55,1891,52,16,6,6,4,68,1,5,2,54,44,1,18,21,6,0,0.4,0,0,0.16,2028,48,11,2,6,3,81,1,6,4,50,68,4,12,17,5,0,2.0,0,0,-0.13999999999999996,-11,7,4,3,1,0,-4,1,0,1,4,-2,1,3,5,1,0,0.5,0.019999999999999962,-3,0,0.21999999999999997,5,-1,-6,-7,1,0,0,-5,2,1,-25,3,3,6,3,4,0,-2.6
0.35,2021_2022,2,2022-03-19,0,Granada,0,0,0.43,1867,56,15,4,6,5,78,3,3,1,55,45,1,15,15,3,0,2.1,0,0,0.22,1845,40,13,4,2,7,62,0,4,7,54,46,4,12,15,1,0,1.7,-1,0,-0.21000000000000002,-7,8,8,4,0,4,10,3,-3,-1,19,-2,0,2,1,0,0,0.9999999999999999,-0.010000000000000009,0,0,0.09000000000000008,5,6,-1,2,-5,2,2,-4,-1,6,4,-9,0,-4,7,-2,0,-0.5999999999999999
0.38,2021_2022,2,2022-03-19,0,Valencia,0,0,0.32,1998,47,6,0,6,0,67,0,3,3,76,55,6,21,17,5,0,0.9,1,1,0.31,1884,43,13,2,6,5,73,1,3,1,54,54,4,16,15,6,0,0.6,-3,0,0.18,7,-4,-6,-4,0,-2,-7,-2,0,2,6,3,6,7,4,2,0,-1.4000000000000001,-0.010000000000000009,0,0,-0.18999999999999995,-5,10,0,-1,1,0,4,0,-2,-2,10,16,-2,6,9,4,-1,0.09999999999999987
0.35,2021_2022,2,2022-03-19,0,Atletico Madrid,2,1,0.22,2157,45,6,5,1,0,79,0,0,1,29,60,1,23,14,4,1,1.4,1,0,0.43,1882,42,10,2,4,4,71,0,5,3,61,51,1,16,14,0,0,1.4,-1,0,-0.19000000000000003,18,10,-2,-1,-1,0,8,-5,-3,0,-23,15,-4,13,-1,1,1,-2.5,-0.07,1,0,0.07,-13,-10,-4,-1,-3,0,-9,-1,-1,1,3,1,-4,1,-9,-3,0,-0.7000000000000001
0.39,2021_2022,0,2022-03-20,0,Real Mallorca,0,0,0.39,1849,37,14,3,7,4,79,1,1,0,52,53,2,13,13,3,0,0.5,1,0,0.23,1903,43,6,1,4,1,79,1,2,1,70,54,2,10,17,4,0,1.3,-3,-1,0.020000000000000018,-4,-3,2,0,2,0,3,0,-4,0,10,-8,-2,4,-2,-1,-1,-0.10000000000000009,0.019999999999999962,-1,-2,0.10999999999999999,11,-11,2,0,2,0,2,1,1,-4,28,0,-1,-7,4,-2,0,0.30000000000000004
0.35,2021_2022,0,2022-03-20,0,Villarreal,1,0,0.18,2155,50,10,3,5,2,82,1,5,2,66,68,1,12,14,1,0,0.2,1,1,0.47,1848,54,14,3,10,1,80,1,4,0,54,39,3,14,23,1,0,1.7,1,0,-0.07,-12,-22,0,2,1,-3,-4,1,-3,-1,0,-9,-1,6,2,1,0,0.8,0.020000000000000018,-1,1,0.29,13,7,1,-4,5,0,7,1,-1,-1,-9,-10,0,-9,8,-4,0,-0.30000000000000004
0.36,2021_2022,1,2022-03-20,0,Real Sociedad,1,0,0.42,2026,59,15,6,6,3,74,5,6,1,69,53,4,15,9,1,0,1.1,1,0,0.23,2113,57,3,2,1,0,75,1,6,1,63,48,1,15,12,1,0,0.3,0,-1,-0.36,-4,23,14,5,6,3,-7,5,5,1,-7,25,0,1,-3,-1,0,1.4000000000000001,-0.06,1,0,0.06,2,-8,-10,-2,-5,-3,-2,0,1,-3,21,3,-1,7,-3,0,0,-0.8999999999999999
0.4,2021_2022,2,2022-03-20,0,Barcelona,4,3,0.36,2176,72,24,9,7,8,91,4,5,4,50,28,3,7,3,0,0,3.4,3,0,0.24,2286,62,11,5,3,3,87,2,6,4,52,46,3,15,13,3,0,0.8,2,3,-0.03,-6,4,4,0,-2,6,5,-2,-1,0,-2,-33,1,-1,-5,-6,0,-0.49999999999999956,-0.030000000000000027,-1,-2,0.0,16,-1,-7,-3,-1,-3,-2,1,-1,1,-39,-25,3,3,-1,3,0,-0.19999999999999996
0.33,2021_2022,0,2022-04-02,0,Real Mallorca,0,0,0.44,1843,56,10,4,3,3,79,0,6,0,65,48,2,12,14,3,0,0.4,1,1,0.23,1897,33,8,2,4,2,62,1,2,3,76,53,10,13,13,5,2,1.7,0,0,-0.13,-5,18,-4,1,-4,-1,0,-1,5,0,12,-4,0,-1,1,0,0,-0.8999999999999999,0.040000000000000036,1,1,0.28,0,-18,-8,-4,-2,-2,-5,0,-3,1,22,9,9,-5,-8,-1,2,-0.5
0.38,2021_2022,2,2022-04-02,0,Real Madrid,0,0,0.2,2257,40,14,4,5,5,86,0,4,0,100,35,6,9,12,4,0,2.9,0,0,0.42,1977,52,9,3,6,0,79,2,2,4,68,44,1,12,11,1,0,1.6,-3,0,0.09999999999999998,5,-22,3,-1,2,2,0,-2,-2,-4,47,-10,3,-6,-1,1,0,-1.0,0.050000000000000044,0,0,-0.2,-4,2,-3,1,0,-4,-1,2,-4,2,-3,12,-1,-2,-1,-1,0,0.09999999999999998
0.3,2021_2022,0,2022-04-02,0,Alaves,2,0,0.62,1833,50,11,6,1,4,57,2,7,0,33,53,0,12,8,4,0,0.5,1,0,0.08,2162,45,11,3,8,0,72,2,6,3,55,43,3,12,15,5,1,3.0,2,0,-0.3400000000000001,-3,9,-2,2,-1,-3,-5,2,3,-7,-21,7,-4,0,-7,3,0,0.8999999999999999,0.02999999999999997,-1,-1,0.13,22,0,5,-2,7,0,-6,2,6,2,25,-17,2,-11,1,1,0,1.0999999999999999
0.32,2021_2022,0,2022-04-03,0,Elche,0,0,0.57,1874,55,8,2,4,2,76,0,4,5,64,45,2,19,13,3,1,0.5,1,1,0.11,2022,66,22,11,7,4,81,5,8,3,66,46,1,15,12,4,0,1.9,-1,-1,-0.07,13,12,-5,0,-2,-3,3,-1,1,4,9,-8,-2,3,-2,-3,1,-0.6,0.020000000000000018,1,1,-0.19999999999999998,-7,17,11,9,1,1,0,4,2,-1,16,-21,-3,3,-5,-1,0,1.5
0.36,2021_2022,1,2022-04-03,0,Rayo Vallecano,0,0,0.34,1877,54,15,3,6,6,79,2,3,2,56,56,2,15,11,3,0,0.8,3,0,0.3,1879,49,12,3,5,4,62,4,2,6,40,46,5,10,11,6,1,2.1,-1,0,0.03999999999999998,4,11,5,1,2,2,7,2,-2,-1,-5,5,1,-1,-3,3,0,0.9999999999999999,0.0,3,0,0.18,-13,-6,-3,-1,-1,-1,-16,1,-1,5,-15,1,4,-5,-4,3,1,0.7000000000000002
0.33,2021_2022,1,2022-04-03,0,Cadiz,1,0,0.48,1863,41,16,7,7,2,77,1,6,3,44,48,1,11,10,4,0,0.1,1,0,0.19,2008,44,8,3,4,1,68,2,2,3,70,54,2,14,18,3,0,0.2,0,-1,-0.14,-2,-12,2,4,-3,1,-2,0,2,3,-10,8,-2,-3,-13,3,0,0.8999999999999999,0.04999999999999999,1,0,-0.03999999999999998,0,-2,2,3,-2,1,1,2,-1,0,-6,-1,-4,-7,1,-2,0,0.7
0.35,2021_2022,0,2022-04-03,0,Sevilla,0,0,0.54,2108,60,10,0,5,5,85,0,7,1,50,51,3,12,13,0,0,0.6,4,2,0.11,2205,59,18,10,5,3,89,6,3,0,71,64,4,12,9,4,0,1.9,-1,0,-0.03,-21,3,7,-2,4,5,10,-1,1,0,-13,3,2,-3,1,-1,0,0.0,0.010000000000000009,0,-1,0.27999999999999997,9,-12,-6,1,-2,-5,-2,2,-2,-4,21,35,1,5,6,4,0,-0.20000000000000018
0.35,2021_2022,0,2022-04-04,0,Espanyol,1,1,0.51,1909,43,12,3,5,4,76,1,6,1,46,51,4,14,12,3,0,0.4,0,0,0.14,2031,39,13,2,5,6,79,0,3,0,52,48,0,13,12,3,0,2.2,0,1,-0.12999999999999998,1,0,6,2,1,3,-2,0,4,0,-23,-3,2,4,-5,-1,0,0.9,0.020000000000000018,-1,0,0.3,3,-19,-2,-4,-1,3,5,-5,-3,-1,-16,-5,-4,-2,3,2,0,-1.1
0.34,2021_2022,0,2022-04-08,0,Granada,2,0,0.55,1876,64,17,9,5,3,75,3,5,2,25,55,2,14,13,4,0,0.9,0,0,0.12,2103,44,8,3,3,2,85,0,2,1,50,44,5,8,11,3,0,2.9,-1,0,-0.13,12,14,5,6,0,-1,13,-1,3,-4,-15,8,-3,4,2,-2,-1,0.0,0.010000000000000009,0,0,0.31000000000000005,-5,-15,-2,3,-2,-3,0,0,-5,0,0,-7,2,-4,-2,3,0,0.3
0.36,2021_2022,0,2022-04-09,0,Atletico Madrid,4,1,0.21,2160,49,14,8,5,1,76,3,8,3,72,52,0,10,12,1,0,0.5,0,0,0.43,1837,37,7,1,4,2,54,0,1,0,58,54,2,22,15,4,1,1.1,3,1,-0.14,5,4,3,5,-3,1,3,1,2,0,17,8,-3,-2,-3,-4,-1,1.6,-0.04999999999999999,0,0,0.04999999999999999,-6,-18,-3,-3,1,-1,-25,0,-5,0,-6,5,0,10,1,1,1,-0.09999999999999998
0.39,2021_2022,1,2022-04-09,0,Athletic Bilbao,2,1,0.35,2026,48,16,6,7,3,77,2,7,1,80,50,1,14,15,2,0,1.8,0,0,0.26,2138,59,13,2,7,4,79,0,8,0,63,56,2,13,15,2,0,1.3,1,0,-0.05,-6,-17,-6,-5,0,-1,-4,-3,-1,-2,13,3,0,-1,3,-2,0,-0.10000000000000009,0.030000000000000027,0,0,0.03,-15,0,10,1,7,2,-3,0,5,-2,18,4,-4,2,4,0,0,1.0
0.31,2021_2022,0,2022-04-09,0,Getafe,1,0,0.59,1903,62,16,3,11,2,71,1,5,0,44,45,1,15,20,5,0,0.4,2,1,0.1,2290,45,12,6,4,2,87,1,3,2,62,64,4,12,16,0,0,1.6,0,-1,-0.32000000000000006,6,28,8,1,7,0,8,0,3,-3,-32,-8,-9,2,7,0,-2,1.2999999999999998,0.040000000000000036,2,1,-0.03999999999999998,-29,4,-2,2,-1,-3,0,1,-1,2,-37,29,-2,3,4,-4,0,2.0999999999999996
0.34,2021_2022,0,2022-04-10,0,Alaves,1,0,0.45,1830,50,7,1,3,3,74,1,2,2,45,47,4,13,9,0,0,0.5,1,0,0.2,1942,44,10,3,5,2,74,0,7,5,54,48,4,5,11,3,0,2.1,-1,0,0.4,-12,0,-4,-5,2,-1,16,-1,-5,2,12,-5,4,1,1,-4,0,-1.2,-0.04999999999999999,-2,-1,0.22999999999999998,7,0,-10,-4,-7,1,-2,-4,1,3,7,-12,1,-4,-5,3,0,-1.9
0.37,2021_2022,0,2022-04-10,0,Celta Vigo,1,0,0.31,1972,54,11,5,3,3,86,2,9,1,50,35,4,16,12,3,0,0.8,0,0,0.32,1905,31,8,2,5,1,79,1,0,0,76,29,5,13,17,4,0,1.3,1,0,0.16999999999999998,0,2,2,2,-3,3,7,0,7,-3,-18,-9,3,4,1,2,0,0.7000000000000001,-0.010000000000000009,-1,-1,0.28,6,-11,-4,-1,0,-3,3,0,-6,-1,29,-21,1,-1,5,1,0,-0.9
0.37,2021_2022,2,2022-04-10,0,Real Sociedad,1,0,0.22,2035,68,17,6,6,5,90,1,6,4,54,70,2,17,13,2,0,1.7,1,0,0.42,1870,51,6,2,0,4,80,1,4,2,63,50,4,16,13,4,0,0.6,1,0,-0.27999999999999997,5,28,4,4,1,-1,10,1,3,4,1,22,2,4,1,-1,0,1.1,-0.010000000000000009,1,0,0.25999999999999995,-10,-3,-2,0,-4,2,3,1,0,-3,0,4,2,-3,0,1,-1,-0.09999999999999998
0.4,2021_2022,2,2022-04-10,0,Barcelona,1,0,0.12,2207,55,19,6,10,3,89,2,9,2,52,55,3,12,7,3,0,1.2,2,0,0.48,1858,40,13,4,5,4,73,1,1,4,42,43,2,16,13,4,0,3.4,-3,-2,-0.25,29,-4,1,-4,5,0,0,-4,6,2,-19,-8,-1,0,-2,-1,0,-1.5,-0.050000000000000044,1,0,-0.030000000000000027,-7,-14,0,0,1,-1,-6,-1,0,1,-24,4,-2,-1,4,3,0,1.0
0.37,2021_2022,1,2022-04-11,0,Valencia,0,0,0.37,2002,51,5,1,3,1,74,0,4,2,58,41,3,11,17,3,0,0.5,2,2,0.25,1880,36,10,4,5,1,60,1,4,0,56,44,7,14,14,4,1,0.6,-1,0,-0.13,10,6,-3,-2,-1,0,6,-2,2,-1,-12,-12,1,-3,-1,0,0,-0.7,-0.04999999999999999,2,2,-0.08999999999999997,-5,-18,-5,1,-1,-5,-18,-1,1,-2,0,-11,5,-1,3,1,1,-0.5999999999999999
0.35,2021_2022,0,2022-04-16,0,Real Mallorca,1,0,0.34,1853,32,10,3,6,1,69,0,1,0,73,37,1,14,11,1,0,1.5,1,1,0.31,1862,50,10,1,6,3,80,1,8,1,55,32,4,15,10,3,0,1.6,1,0,-0.010000000000000009,-6,-5,3,2,2,-1,14,0,0,0,14,-17,-1,-8,-4,-3,-1,0.7000000000000001,0.02999999999999997,0,1,-0.14999999999999997,-4,-1,4,-1,6,-1,0,0,4,-1,-8,-17,0,-1,-3,-1,0,0.09999999999999998
0.36,2021_2022,0,2022-04-16,0,Rayo Vallecano,1,0,0.33,1881,56,11,4,4,3,72,0,5,4,62,44,1,13,15,3,0,1.0,0,0,0.31,1825,34,8,2,6,0,58,1,3,0,68,37,3,6,11,1,0,0.5,-1,-2,-0.09000000000000002,3,20,1,0,-1,2,11,-1,1,4,6,0,-6,-1,1,-1,-1,-0.20000000000000007,0.010000000000000009,-1,0,-0.16999999999999998,-3,-15,1,1,3,-3,-15,0,1,-2,23,-10,-1,-7,2,1,0,0.0
0.35,2021_2022,2,2022-04-16,0,Osasuna,1,0,0.41,1947,65,15,4,9,2,76,3,7,1,44,62,2,12,5,3,0,1.1,1,0,0.24,2001,44,6,2,3,1,65,1,4,0,55,55,3,17,11,4,0,1.3,0,0,-0.22999999999999998,-8,20,5,1,4,0,2,3,0,-4,-9,13,-2,7,-6,0,0,1.7000000000000002,-0.02999999999999997,1,0,0.18,-6,-7,1,1,0,0,-9,1,0,-2,-3,14,0,6,-6,1,0,0.3
0.36,2021_2022,2,2022-04-16,0,Villarreal,1,0,0.29,2143,60,11,5,3,3,84,1,7,1,45,57,5,17,13,2,0,2.7,0,0,0.36,1901,31,8,0,4,4,72,0,2,0,90,54,6,11,12,2,0,0.9,1,0,0.05000000000000002,-2,1,-2,3,-4,-1,4,1,-1,1,-17,0,3,4,-2,0,0,0.10000000000000009,0.0,-1,0,0.36,6,-30,-8,-3,-7,2,1,-1,-3,0,45,9,5,-4,-8,-3,0,-1.2999999999999998
0.39,2021_2022,2,2022-04-17,0,Levante,2,0,0.34,1854,36,11,6,4,1,78,1,4,0,58,31,4,8,6,1,0,3.9,2,1,0.27,1872,26,15,5,8,2,69,1,3,1,61,37,4,7,7,2,0,1.0,0,0,0.07,23,-4,-2,2,-1,-3,4,0,3,-4,16,-12,2,-8,-7,-3,0,1.4,0.010000000000000009,0,1,0.25000000000000006,-3,-37,-2,-4,3,-1,-5,-2,-2,-1,36,-17,2,-7,-6,-2,0,-1.2000000000000002
