draw_bet365_probs,date,season,fulltime_result,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.32,2020-10-24,2020_2021,2,1,Atletico Madrid,2,1,0.13,2173,47,9,4,4,1,80,2,4,0,50,50,5,18,16,4,0,1.4,0,0,0.55,1927,55,7,1,4,2,77,0,6,2,75,58,2,11,18,2,0,1.1,2,1,0.020000000000000018,-6,-6,-5,3,-3,-5,-7,2,-5,-4,-13,11,3,7,9,3,0,0.7999999999999999,-0.03999999999999998,-2,-1,-0.010000000000000009,22,2,-10,-7,-2,-1,-5,-3,-1,2,3,19,0,-3,7,0,0,-1.6
0.31,2020-10-25,2020_2021,0,1,Getafe,1,0,0.19,2004,27,9,4,4,1,58,1,7,1,57,32,1,20,8,4,0,0.9,1,0,0.5,2040,51,13,3,2,8,79,1,5,2,82,45,3,16,10,4,0,1.1,1,0,0.06,-11,-19,4,3,2,-1,-5,1,2,-2,-4,-13,-2,7,-12,1,0,1.3,0.020000000000000018,0,-1,0.14,-3,-7,0,-2,-2,4,0,0,0,1,30,5,0,0,-5,2,0,0.7000000000000001
0.38,2020-10-26,2020_2021,1,1,Levante,0,0,0.27,1939,48,6,1,3,2,77,0,3,2,68,30,2,10,11,1,0,1.2,0,0,0.35,1894,52,15,5,8,2,79,3,8,1,35,50,2,16,18,3,0,0.8,0,0,-0.07,-9,3,-5,-3,-3,1,-3,-1,-1,-1,32,-16,1,-4,5,-1,0,-0.2,-0.030000000000000027,0,0,0.2,-10,-8,6,2,3,1,0,3,3,-2,-32,-6,0,6,0,0,0,1.4
0.32,2020-10-30,2020_2021,0,1,Eibar,1,1,0.3,1915,28,3,1,1,1,68,0,3,0,76,70,3,12,11,3,0,0.5,0,0,0.38,1819,23,5,0,4,1,64,0,0,1,50,51,2,14,6,2,0,1.0,1,1,0.26000000000000006,-2,-24,-7,-5,0,-2,5,0,-3,-1,21,30,0,-2,-3,1,0,-0.09999999999999998,-0.019999999999999962,-1,-1,-0.25,19,-1,-9,-5,-5,1,7,-2,-11,0,-7,-5,0,9,-1,2,0,-1.4000000000000001
0.37,2020-10-31,2020_2021,1,1,Alaves,2,0,0.51,1866,56,14,4,8,2,78,2,4,3,75,63,1,7,9,0,0,1.2,1,1,0.11,2238,52,10,4,2,4,88,3,7,0,69,57,6,11,13,3,0,1.9,2,0,0.23,-22,9,1,2,1,-2,-5,0,2,-1,15,6,0,-4,-2,-2,0,0.8,0.020000000000000018,1,1,0.04999999999999999,-9,-20,3,3,-3,3,2,2,5,-3,33,-10,3,1,-7,0,0,1.1
0.36,2020-11-01,2020_2021,1,1,Valencia,1,0,0.36,1948,53,14,4,6,4,86,2,7,4,66,33,0,8,15,1,0,1.4,0,0,0.28,1992,65,10,1,3,6,69,2,6,3,72,48,1,19,23,4,0,2.4,0,-1,-0.19999999999999996,-5,15,3,1,1,1,3,1,0,2,33,-27,-4,0,2,0,0,1.0,-0.010000000000000009,-1,0,-0.27,14,38,1,-3,-1,5,11,1,-1,2,15,16,0,-1,15,0,0,-0.7000000000000001
0.43,2020-11-21,2020_2021,1,1,Villarreal,3,2,0.32,2084,55,9,5,2,2,76,3,3,3,58,46,3,11,18,4,0,1.7,1,1,0.25,2184,64,16,6,10,0,89,2,8,1,57,63,1,14,12,2,0,0.6,1,0,0.20999999999999996,12,-4,-2,0,-1,-1,-8,1,-3,0,16,-19,2,-2,7,3,0,0.4999999999999998,0.0,-3,-1,0.03,11,5,3,0,7,-4,0,-3,2,-1,-3,27,0,-2,3,2,0,-0.9999999999999998
0.4,2020-11-21,2020_2021,2,1,Atletico Madrid,4,2,0.33,2191,67,17,7,5,5,91,4,2,3,58,64,3,10,9,1,0,0.5,5,1,0.27,2237,59,18,9,7,2,89,5,9,3,66,45,4,8,9,2,0,0.9,1,1,-0.08000000000000002,3,12,6,1,1,4,10,2,0,1,5,15,1,0,-1,-1,0,-0.6999999999999997,-0.03999999999999998,4,1,-0.009999999999999995,-4,-19,-7,0,-1,-6,0,4,-5,0,-5,4,2,4,-7,-1,0,1.5
0.35,2020-11-28,2020_2021,1,1,Elche,1,0,0.37,1811,56,11,5,1,5,85,1,4,1,76,50,4,11,15,4,0,0.1,0,0,0.28,1833,31,2,0,2,0,63,0,1,3,55,51,2,14,13,2,0,0.5,0,-1,0.08000000000000002,-1,5,3,4,-4,3,0,0,1,1,12,0,-1,-7,4,1,0,-0.9,-0.010000000000000009,0,0,-0.23000000000000004,-3,0,-8,-3,-4,-1,-14,0,-6,2,8,15,-1,5,4,1,0,-0.30000000000000004
0.38,2020-11-29,2020_2021,2,1,Celta Vigo,2,2,0.22,1880,42,10,7,2,1,79,3,2,1,55,48,6,20,13,2,0,4.2,1,0,0.41,2014,59,16,6,8,2,74,2,5,1,50,47,0,16,14,4,0,1.6,1,1,0.29000000000000004,1,-5,-4,1,-5,0,-4,-1,-1,-2,13,-1,6,8,-5,-3,0,0.0,-0.019999999999999962,1,0,-0.26,-10,32,14,5,7,2,9,2,5,0,-16,14,-7,5,7,3,0,0.7
0.28,2020-12-05,2020_2021,2,1,Atletico Madrid,1,0,0.09,2199,66,14,6,7,1,85,1,7,1,76,46,3,15,12,5,0,1.2,1,0,0.62,1879,34,10,4,6,0,66,3,3,3,25,48,2,18,11,0,0,0.7,0,-1,-0.16,-4,21,5,4,3,-2,0,0,-1,-1,22,4,-1,3,6,1,0,0.4,-0.030000000000000027,-2,-1,-0.13,25,-5,1,1,1,-1,2,2,0,3,-33,-4,-3,4,-3,-3,0,0.30000000000000004
0.35,2020-12-06,2020_2021,1,1,Granada,1,1,0.26,1980,32,9,2,6,1,67,3,1,1,66,36,4,13,14,3,0,1.5,0,0,0.39,1804,32,5,1,2,2,69,0,1,0,63,27,3,14,8,4,0,1.5,0,1,0.17999999999999997,-23,-27,-7,-4,-2,-1,-7,1,-4,0,16,-11,4,-3,0,-1,0,0.10000000000000009,0.030000000000000027,-1,-1,0.04999999999999999,6,-12,-1,-4,1,2,-1,0,-2,-3,5,-20,-3,-1,-6,1,0,-0.49999999999999994
0.38,2020-12-06,2020_2021,0,1,Osasuna,0,0,0.3,1931,28,10,5,3,2,78,4,3,2,40,53,6,12,7,0,0,0.4,0,0,0.31,1895,63,7,3,2,2,74,1,6,4,46,60,4,13,14,2,0,1.4,-1,0,0.31999999999999995,-6,-26,-8,-2,-7,1,2,4,-1,0,-17,1,2,-2,-7,-2,0,0.5,-0.019999999999999962,0,0,-0.21,-12,3,0,2,2,-4,-10,1,3,0,1,21,-2,5,-1,2,0,0.29999999999999993
0.35,2020-12-06,2020_2021,1,1,Alaves,2,1,0.47,1895,32,11,6,1,4,77,2,9,1,52,60,7,17,7,2,0,0.3,1,1,0.18,2071,54,8,4,2,2,79,0,4,1,71,53,1,18,12,5,0,1.4,0,-1,0.26999999999999996,0,-1,-2,3,1,-6,8,2,5,-2,-25,5,4,-4,-8,1,0,0.5000000000000002,-0.02999999999999997,0,1,0.04000000000000001,3,-13,-6,0,-5,-1,-4,-3,-2,-4,-5,4,1,4,0,4,0,0.5
0.36,2020-12-11,2020_2021,2,1,Real Valladolid,0,0,0.29,1877,46,13,3,6,4,79,0,4,0,41,51,2,10,10,2,0,2.0,0,0,0.35,1910,47,10,0,5,5,72,0,2,5,47,57,3,16,12,3,0,1.9,-1,0,0.33,-1,11,3,-1,0,4,13,-3,1,-3,16,3,0,-8,-1,2,0,-0.9000000000000001,-0.09999999999999998,0,0,-0.3,-3,19,0,-5,2,3,-6,-4,-1,3,7,3,-3,4,5,3,0,-1.1
0.38,2020-12-12,2020_2021,2,1,Real Madrid,1,0,0.26,2188,36,10,3,7,0,78,1,3,0,60,47,2,20,15,3,0,0.9,2,0,0.36,2220,53,15,4,8,3,82,2,4,3,50,48,3,10,10,4,0,0.7,0,0,0.22,-45,-30,-10,-6,-3,-1,-9,0,-9,-2,-40,7,-2,12,-1,1,0,-0.19999999999999996,0.06,1,0,-0.08000000000000002,12,-13,1,-2,1,2,-2,1,-3,2,-26,1,0,-5,-2,-1,0,0.29999999999999993
0.4,2020-12-13,2020_2021,1,1,Real Betis,2,0,0.35,1916,52,12,5,5,2,72,2,6,4,66,42,0,12,16,2,0,0.6,0,0,0.25,2080,57,12,3,6,3,88,0,4,2,22,52,0,16,13,3,0,1.2,2,0,0.13999999999999999,-20,-10,5,2,3,0,-1,1,0,0,20,-17,-4,-1,2,0,0,0.7,0.0,-1,-1,-0.29,7,12,2,1,2,-1,13,0,-1,-2,-27,5,-3,4,-4,0,0,-0.6
0.37,2020-12-15,2020_2021,2,1,Real Madrid,2,1,0.13,2200,56,11,3,3,5,89,0,3,0,65,38,1,7,15,1,0,2.2,2,0,0.5,1957,60,13,5,3,5,78,1,10,1,75,65,0,16,15,6,0,0.8,1,1,-0.04999999999999999,22,19,1,0,-4,5,11,-1,0,0,5,-9,-1,-13,0,-2,0,-0.6,-0.020000000000000018,2,0,0.04000000000000001,-22,10,3,5,-4,2,-1,1,6,1,5,14,-2,9,0,4,0,1.4
0.23,2020-12-19,2020_2021,2,1,Atletico Madrid,0,0,0.05,2208,43,5,1,3,1,85,2,6,2,78,61,2,16,7,3,0,2.2,0,0,0.73,1809,67,9,1,5,3,85,0,6,1,58,45,4,16,15,4,0,0.6,-2,0,0.27,21,-10,-10,-3,-5,-2,3,0,2,-1,28,13,-1,6,-3,-1,0,-0.5,0.09999999999999998,0,0,-0.18999999999999995,8,25,6,1,3,2,5,0,6,0,18,-2,1,3,0,2,0,0.5
0.38,2020-12-19,2020_2021,1,1,Barcelona,2,2,0.08,2207,53,14,4,7,3,83,1,2,4,45,53,4,18,14,3,0,2.3,2,1,0.54,1968,39,11,2,7,2,67,2,0,3,58,34,3,19,16,2,0,1.6,1,2,0.08000000000000002,2,-9,-10,-9,-1,0,-6,-2,-10,0,-34,5,1,14,-1,1,0,0.3999999999999999,0.04999999999999999,2,1,0.010000000000000009,1,3,5,-2,5,2,20,0,0,-2,-16,-26,0,9,2,0,0,1.0
0.37,2020-12-19,2020_2021,0,1,Osasuna,2,2,0.4,1902,53,13,6,3,4,71,2,3,1,68,57,3,18,14,5,0,1.0,1,1,0.23,2078,53,7,2,4,1,83,2,8,2,50,44,4,14,13,3,0,2.3,2,2,0.04999999999999999,-21,5,3,6,-2,-1,0,2,1,-4,21,0,0,2,2,2,0,1.5,-0.020000000000000018,1,1,0.16999999999999998,-8,-4,-5,-1,-2,-2,-4,2,4,0,27,-7,4,-2,0,0,0,0.6
0.39,2020-12-20,2020_2021,2,1,Granada,1,1,0.28,1984,32,13,5,5,3,72,2,5,2,71,54,1,15,15,2,0,1.4,1,0,0.33,1926,46,11,5,3,3,83,0,4,1,33,55,1,13,14,2,0,0.8,-2,0,0.0,-4,-15,-2,-1,0,-1,-1,-1,1,1,9,4,-3,3,-1,0,0,0.10000000000000009,0.0,-1,0,0.03999999999999998,21,-5,-1,0,-2,1,10,-2,-2,-3,-33,13,1,1,-2,0,0,-0.7999999999999999
0.34,2020-12-20,2020_2021,0,1,Eibar,1,0,0.53,1917,50,16,4,7,5,72,1,4,5,81,50,1,11,12,3,0,0.7,3,1,0.12,2204,68,18,5,9,4,92,4,6,5,80,64,3,8,8,1,0,2.2,1,0,0.25,-1,-13,-3,1,-5,1,-2,1,-4,5,15,10,-3,-4,2,0,0,0.3999999999999999,-0.02999999999999997,1,0,-0.13,12,11,7,2,6,-1,2,4,3,5,14,26,2,1,-7,0,0,1.3000000000000003
0.37,2020-12-22,2020_2021,0,1,Valencia,2,1,0.41,1976,27,11,4,4,3,75,3,3,1,44,52,7,14,9,2,0,0.6,1,1,0.22,2120,59,14,3,7,4,84,1,7,1,38,34,4,14,9,3,0,1.8,0,0,0.17000000000000004,3,-12,0,2,-3,1,7,1,3,-2,-13,18,4,-5,-7,0,0,0.10000000000000009,0.020000000000000018,0,1,-0.11000000000000001,8,-15,6,3,2,1,-4,1,4,-3,8,-24,3,1,-4,0,0,1.2
0.37,2020-12-22,2020_2021,0,1,Real Sociedad,1,1,0.38,2053,54,15,5,9,1,82,2,4,1,41,58,3,14,19,1,0,0.3,3,1,0.26,2210,48,12,6,6,0,88,2,2,1,29,58,2,13,13,1,0,0.5,0,0,-0.21000000000000002,-4,8,3,0,6,-3,0,1,1,-3,-44,11,1,0,1,-2,0,0.0,-0.02999999999999997,3,1,-0.31,-12,4,7,5,3,-1,2,0,-4,-1,-49,-3,0,-3,6,-2,0,1.5000000000000002
0.34,2020-12-23,2020_2021,2,1,Real Madrid,3,2,0.09,2212,66,11,5,3,3,83,5,4,5,66,62,2,7,10,0,0,1.8,2,2,0.58,1993,30,8,3,4,1,59,0,1,6,62,33,1,21,16,3,0,0.8,0,1,-0.010000000000000009,4,-1,-7,0,-6,-1,-8,1,-2,0,-13,-2,-1,-1,2,-1,0,0.0,-0.02999999999999997,1,1,0.020000000000000018,8,-1,-5,-2,-1,-2,-13,-2,-4,4,-8,-21,0,6,1,1,0,-0.20000000000000018
0.34,2020-12-23,2020_2021,2,1,Alaves,0,0,0.32,1878,45,8,2,3,3,74,0,5,2,66,69,1,12,17,2,0,1.9,1,1,0.34,1909,33,10,3,6,1,71,1,4,2,62,37,1,11,7,1,0,1.0,0,0,0.06,-10,11,5,1,2,2,9,0,3,0,-10,12,-1,-8,4,-2,0,0.49999999999999994,0.020000000000000018,0,1,0.0,6,-17,-6,-1,-1,-4,0,0,0,-3,-19,-12,0,0,-5,-2,0,-1.0
0.37,2020-12-23,2020_2021,2,1,Real Betis,0,0,0.2,1917,69,14,1,6,7,80,1,10,2,30,66,1,16,20,4,0,0.4,0,0,0.43,1827,61,8,1,4,3,82,0,2,3,73,55,2,8,22,2,0,0.3,-1,0,-0.019999999999999962,10,22,3,-4,3,4,-2,1,6,1,-2,10,0,3,6,2,0,0.20000000000000007,-0.010000000000000009,0,0,-0.12,-10,22,-4,-1,-2,-1,5,-2,-3,1,9,-3,2,-1,-1,1,0,-0.19999999999999996
0.34,2020-12-29,2020_2021,1,1,Cadiz,0,0,0.34,1822,27,6,3,2,1,56,0,5,2,69,52,0,9,14,1,0,0.7,0,0,0.32,1885,38,12,5,7,0,85,1,4,4,60,42,7,12,10,1,0,0.5,0,0,0.04999999999999999,-15,-33,-2,2,-2,-2,-26,0,3,-1,-4,-3,-2,1,-8,-1,0,-0.10000000000000003,0.02999999999999997,-1,0,-0.07999999999999996,8,-2,0,0,3,-3,9,0,-3,3,10,-22,5,2,-4,-3,0,-0.19999999999999996
0.39,2020-12-29,2020_2021,2,1,Levante,1,0,0.28,1954,46,9,1,7,1,78,0,3,1,50,50,1,17,9,3,0,1.7,1,0,0.33,1922,72,6,1,2,3,84,0,5,3,75,47,3,18,8,1,0,2.8,-1,-1,-0.08000000000000002,11,1,-4,-4,4,-4,0,-1,0,0,-35,8,-3,-2,-5,1,0,-1.1,0.010000000000000009,1,0,-0.13,-9,2,-8,0,-4,-4,4,-1,-5,1,44,-19,2,2,-12,-3,0,-0.4
0.37,2020-12-30,2020_2021,2,1,Granada,0,0,0.25,1989,32,10,1,7,2,67,1,1,1,62,35,4,11,11,1,0,2.2,0,0,0.38,1967,30,10,4,2,4,69,0,3,0,50,41,2,11,15,3,0,1.5,-2,-2,0.29999999999999993,9,1,2,-2,3,1,8,1,0,-5,0,1,3,-10,-5,-2,0,-0.5999999999999999,-0.04999999999999999,-2,-1,-0.13000000000000006,8,2,-1,0,-2,1,-6,-3,0,-1,5,-11,-5,-3,6,1,0,-1.0
0.37,2020-12-31,2020_2021,0,1,Athletic Bilbao,1,1,0.34,1965,34,9,3,4,2,73,1,4,2,45,45,5,18,9,1,0,0.2,0,0,0.29,2040,59,6,1,3,2,82,0,5,2,50,50,1,20,16,3,0,1.6,-1,1,0.20999999999999996,6,-20,-1,0,-2,1,-13,0,-1,-1,-10,-18,4,9,-7,1,0,-0.5999999999999999,0.020000000000000018,-1,-1,0.14,-11,4,-9,-4,-6,1,0,-2,1,1,8,-8,-2,6,-3,2,0,-1.5
0.37,2021-01-02,2020_2021,1,1,Real Betis,3,1,0.42,1916,61,19,7,7,5,84,1,6,3,60,56,1,14,8,2,0,2.1,2,1,0.21,2138,43,10,3,4,3,81,1,4,0,61,72,2,13,13,1,0,0.2,2,1,0.13,5,-10,13,6,5,2,0,1,1,0,-15,8,-2,-4,0,1,0,2.4,0.020000000000000018,1,1,0.04000000000000001,9,-26,-9,0,-10,1,-3,0,-1,-2,-1,14,-2,-4,2,-1,0,0.40000000000000013
0.32,2021-01-02,2020_2021,0,1,Getafe,0,0,0.2,1961,49,10,2,6,2,74,1,2,0,61,51,2,12,7,3,0,0.8,0,0,0.47,1886,64,7,1,3,3,78,0,6,4,52,55,3,13,12,2,0,1.2,-1,-1,0.27999999999999997,-4,11,4,-1,6,-1,3,1,1,-2,23,7,2,-5,-8,0,0,0.5,-0.04999999999999999,0,0,-0.19,-8,25,-5,-4,-4,3,-6,-1,2,0,-7,12,-4,1,2,1,0,-0.30000000000000004
0.29,2021-01-03,2020_2021,2,1,Athletic Bilbao,0,0,0.11,1954,60,4,0,3,1,77,0,2,4,57,48,2,23,18,5,0,1.4,1,0,0.6,1814,32,6,3,3,0,82,0,2,0,50,28,5,8,18,1,0,0.2,-1,-1,-0.06999999999999995,6,26,-5,-3,-1,-1,3,-1,-2,2,11,2,-3,5,9,4,0,-0.6000000000000001,0.0,-1,0,0.18000000000000005,0,-33,-1,1,-2,0,-3,-1,-2,-1,-19,-13,1,0,4,0,0,-0.19999999999999996
0.31,2021-01-03,2020_2021,0,1,Alaves,1,0,0.57,1889,67,15,1,6,8,81,0,4,1,70,48,2,9,12,4,0,0.3,1,1,0.12,2225,50,10,3,6,1,74,1,5,2,50,48,2,7,11,2,0,2.2,-1,-2,0.03999999999999998,8,23,2,-2,-1,5,22,-3,2,-3,-15,-18,-1,-1,-1,0,0,-0.2999999999999998,0.02999999999999997,-1,1,-0.16,13,10,2,0,4,-2,-3,0,0,2,0,-1,1,-10,-7,-1,0,0.6000000000000001
0.37,2021-01-03,2020_2021,0,1,SD Huesca,1,0,0.51,1812,43,17,6,6,5,83,1,5,0,88,40,4,8,17,0,0,0.8,1,0,0.11,2199,73,16,5,9,2,87,2,5,6,70,70,2,6,15,0,0,3.0,0,-1,0.16000000000000003,1,-10,6,4,2,0,-1,1,-5,-4,10,-10,4,-2,1,-2,0,-0.09999999999999987,-0.020000000000000018,-2,-2,-0.020000000000000004,8,11,-5,-5,3,-3,-2,-3,-1,6,10,13,-3,-4,4,-2,0,-0.7999999999999998
0.35,2021-01-09,2020_2021,2,1,Sevilla,1,0,0.25,2135,54,6,2,3,1,83,0,1,3,46,53,2,18,15,2,0,2.6,1,0,0.4,2045,62,8,2,5,1,74,1,7,3,64,35,1,15,7,1,0,0.8,-1,-1,-0.05000000000000002,9,11,-4,-1,-1,-2,1,-1,-3,3,-15,-19,0,5,2,1,0,-2.0,0.0,0,-1,-0.15999999999999998,11,22,-5,-1,-3,-1,7,0,3,-2,16,-16,1,-3,-9,-3,0,-0.8
0.31,2021-01-11,2020_2021,0,1,Elche,0,0,0.46,1810,50,5,2,2,1,82,0,4,0,56,43,1,13,14,1,0,1.1,0,0,0.23,1930,53,11,4,5,2,74,1,5,4,53,56,2,13,11,3,0,3.1,-1,0,0.039999999999999925,7,18,-1,-1,-1,1,0,0,2,0,6,14,-4,5,-4,0,0,-0.8,-0.08000000000000002,0,0,-0.39999999999999997,-2,4,1,2,-1,0,0,0,3,4,-7,5,0,1,4,0,0,0.0
0.33,2021-01-12,2020_2021,2,1,Atletico Madrid,2,1,0.2,2229,59,8,4,2,2,82,3,5,4,61,57,1,12,13,2,0,0.4,3,2,0.47,2140,60,12,7,3,2,82,4,2,1,90,53,2,8,16,0,0,1.8,1,0,0.01999999999999999,2,8,-2,1,-4,1,7,2,0,2,11,8,-1,5,2,0,0,1.1,0.010000000000000009,2,2,0.04000000000000001,-3,5,6,5,0,1,0,4,1,-2,44,0,0,-10,1,-2,0,2.4
0.36,2021-01-19,2020_2021,1,1,Cadiz,3,1,0.34,1827,39,10,7,3,0,64,4,4,3,72,37,1,17,10,1,0,0.8,2,0,0.3,1959,53,4,2,1,1,71,2,4,4,56,57,3,12,6,2,0,1.9,2,1,-0.09999999999999998,5,10,1,5,-4,0,-3,4,-3,-3,-2,-10,-2,0,0,-1,0,1.8,-0.02999999999999997,1,0,-0.25,-4,3,-5,0,-5,0,-10,1,-1,2,-18,23,-2,1,-6,1,0,0.5
0.34,2021-01-20,2020_2021,2,1,Getafe,3,1,0.2,1944,54,14,7,2,5,84,3,7,1,53,56,3,16,13,2,0,0.8,0,0,0.47,1783,48,10,3,6,1,79,3,3,5,51,41,3,12,13,2,0,0.8,3,1,0.03,-31,0,3,3,-3,3,9,2,2,-3,0,0,1,3,2,-1,0,2.3,-0.010000000000000009,0,0,-0.19,-15,18,6,-1,6,1,-2,3,1,4,18,23,-2,0,3,1,0,0.5
0.39,2021-01-21,2020_2021,1,1,Valencia,1,0,0.23,1973,57,17,6,6,5,76,1,4,5,66,65,4,14,12,3,0,0.5,0,0,0.39,1911,60,15,3,6,6,74,0,4,1,60,54,1,17,16,4,0,1.6,0,0,0.13999999999999999,-6,-13,6,2,3,1,-9,0,-5,3,2,13,3,3,-3,1,0,0.3999999999999999,0.0,0,0,-0.12,6,30,7,1,2,4,1,-1,2,0,10,2,0,8,13,4,0,0.09999999999999998
0.29,2021-01-21,2020_2021,0,1,Eibar,1,0,0.56,1917,46,17,4,8,5,70,1,9,1,78,42,0,8,10,0,0,1.5,2,1,0.14,2237,33,5,4,0,1,81,1,3,3,50,57,2,14,10,2,0,1.2,-1,0,0.08999999999999997,14,-9,2,-3,7,-2,9,0,5,-2,18,-6,-3,-2,2,-2,0,-0.7999999999999998,0.030000000000000027,0,0,0.08000000000000002,4,-25,-3,0,-2,-1,0,-2,-2,-1,-11,0,1,2,-3,0,0,-1.8000000000000003
0.31,2021-01-23,2020_2021,2,1,Sevilla,2,2,0.11,2143,62,7,3,1,3,80,1,2,1,33,53,2,14,14,3,0,2.3,2,2,0.59,1828,30,8,2,5,1,67,0,5,1,46,45,3,13,10,3,0,0.7,2,2,-0.31999999999999995,-2,-3,-6,1,-6,-1,-10,-2,-10,1,-20,11,0,3,0,3,0,-0.6000000000000001,0.0,-1,1,0.030000000000000027,1,-8,-2,-5,2,1,3,-4,1,-2,-26,8,2,-4,0,2,0,-1.8
0.37,2021-01-24,2020_2021,1,1,Celta Vigo,1,1,0.22,1918,58,10,3,5,2,79,1,6,1,47,48,2,16,11,3,0,1.6,1,1,0.41,1913,35,12,2,9,1,56,0,3,0,52,51,2,24,9,3,0,0.9,1,1,0.0,-17,1,2,0,3,-1,-8,1,3,1,2,-1,0,1,-3,2,0,0.7000000000000001,0.020000000000000018,0,1,0.20000000000000007,-6,-10,-5,-2,1,-4,-13,-1,-6,-1,-26,8,2,16,-1,3,0,0.3999999999999999
0.34,2021-01-24,2020_2021,2,1,Atletico Madrid,2,1,0.1,2241,64,9,4,2,3,77,0,3,2,68,48,1,9,23,2,0,1.8,1,0,0.57,1969,63,10,3,4,3,85,0,9,5,88,45,4,8,16,1,0,0.3,0,0,-0.06,8,30,4,0,2,2,-3,-1,0,-1,18,-9,-1,-5,13,0,0,0.7999999999999999,-0.040000000000000036,0,0,-0.12999999999999998,19,6,-7,-3,-2,-2,8,-1,5,0,22,-19,0,-6,4,-2,0,-0.7
0.34,2021-01-25,2020_2021,2,1,Athletic Bilbao,2,1,0.26,1984,42,8,3,4,1,85,0,3,0,54,37,6,10,6,2,0,2.0,1,0,0.4,1948,48,12,5,4,3,74,1,3,0,66,48,3,15,11,2,0,1.3,1,0,0.33,4,-6,-5,1,-3,-3,0,-1,-2,-5,4,-19,5,-5,-7,0,0,-0.7999999999999999,0.08000000000000002,-2,-1,-0.03,14,-5,-2,-2,2,-2,-10,-2,-4,-1,12,-7,0,-1,-2,0,0,-2.3
0.35,2021-01-30,2020_2021,0,1,Eibar,1,0,0.43,1916,44,9,2,4,3,70,1,6,1,46,51,3,16,10,3,0,0.9,3,2,0.22,2152,80,15,7,6,2,90,3,7,3,87,52,3,12,6,1,0,1.5,0,-1,-0.15000000000000008,-4,8,-3,0,-5,2,14,1,3,1,-6,0,1,-8,1,0,0,-0.6,0.08000000000000002,1,0,-0.039999999999999994,5,17,8,4,5,-1,9,2,5,2,54,-1,1,-2,-8,-2,0,1.0999999999999999
0.34,2021-01-30,2020_2021,2,1,Valencia,1,1,0.15,1960,51,8,4,2,2,82,0,7,0,69,60,2,14,11,0,0,2.8,0,0,0.5,1787,34,4,2,2,0,83,0,0,1,70,37,6,15,9,0,0,0.4,0,1,0.33999999999999997,-4,-12,-2,1,-2,-1,-2,0,-2,-5,-19,15,-2,6,-5,-1,0,-0.2,-0.04999999999999999,-2,-2,0.08000000000000007,5,-3,-5,-1,-2,-2,5,-1,-5,0,-13,0,5,-4,-2,-3,0,-0.09999999999999998
0.37,2021-01-30,2020_2021,1,1,Villarreal,0,0,0.28,2094,56,8,2,5,1,85,1,2,2,47,63,1,15,9,1,0,0.2,2,0,0.36,2030,53,12,6,5,1,80,2,8,2,35,62,2,14,13,2,0,1.3,-2,-1,0.06,-5,-12,0,-1,4,-3,-2,0,-1,0,1,5,1,4,-2,-1,0,-1.9,0.06,0,-2,-0.22000000000000003,4,13,2,2,3,-3,3,-1,-1,2,8,15,-2,-4,6,-1,0,1.4000000000000001
0.33,2021-01-31,2020_2021,1,1,Getafe,1,1,0.2,1936,48,6,2,3,1,73,1,4,2,70,38,3,18,12,4,0,0.4,1,0,0.47,1850,39,14,4,6,4,82,1,4,1,22,38,2,16,7,5,0,0.2,0,1,0.2,4,0,-6,-3,-1,-2,0,0,1,2,3,-10,0,3,1,2,0,0.5,0.0,0,-1,-0.030000000000000027,-5,1,2,1,3,-2,14,-1,1,1,-49,-8,1,1,-3,2,0,-0.9000000000000001
