draw_bet365_probs,date,season,fulltime_result,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.37,2020-06-15,2019_2020,1,1,Real Betis,0,0,0.2,1961,54,12,1,5,6,84,0,2,1,61,28,3,16,13,2,0,1.7,2,0,0.43,1967,53,10,3,4,3,64,2,2,0,75,42,1,17,15,6,0,1.0,-2,-1,0.0,14,11,-2,-2,-1,1,8,-1,-4,0,4,-7,0,8,4,1,0,-0.8,-0.010000000000000009,1,0,-0.04999999999999999,2,8,0,-4,3,1,-2,-1,-2,-2,-2,4,-1,4,-6,3,0,1.0999999999999999
0.38,2020-06-16,2019_2020,2,1,Villarreal,1,0,0.13,1999,59,16,4,7,5,85,1,8,1,27,51,0,20,5,1,0,1.5,0,0,0.49,1801,35,13,3,7,3,83,1,9,2,69,30,3,17,5,1,0,1.6,0,-1,0.13999999999999999,-16,-5,1,-1,-2,4,-1,-2,6,-1,-22,7,-5,10,-6,-3,0,-0.40000000000000013,0.050000000000000044,-2,-1,0.08999999999999997,16,1,3,-1,3,1,21,0,6,1,54,-13,2,9,-9,-2,0,0.30000000000000004
0.35,2020-06-16,2019_2020,2,1,Barcelona,4,2,0.05,2249,65,12,7,3,2,88,5,3,2,72,70,3,5,17,2,0,1.6,1,0,0.6,1887,68,11,2,5,4,78,0,2,1,66,56,0,21,16,2,0,0.8,3,2,-0.009999999999999995,3,11,-1,1,-3,1,5,3,-1,-1,9,15,2,-7,9,-2,0,0.0,-0.019999999999999962,-1,0,-0.21999999999999997,16,32,-1,-5,1,3,0,-1,-3,-1,13,0,-4,10,7,-1,0,-0.5
0.35,2020-06-17,2019_2020,1,1,Eibar,1,0,0.37,1897,43,9,5,3,1,80,1,3,2,54,44,2,12,11,1,0,2.1,1,1,0.28,2004,54,10,4,4,2,80,0,5,3,71,56,1,10,8,3,0,1.4,0,0,0.18999999999999995,-8,-12,-5,1,-1,-5,10,1,0,-2,10,7,2,0,4,-2,0,-1.5,-0.010000000000000009,-3,-1,0.09999999999999998,18,11,0,-1,0,1,8,-2,4,2,15,6,0,-3,-1,1,0,-0.7000000000000001
0.32,2020-06-17,2019_2020,0,1,Osasuna,1,1,0.5,1923,34,8,1,4,3,72,0,7,4,61,49,3,13,4,3,0,1.0,1,1,0.18,2165,45,9,2,3,4,75,1,7,2,46,43,3,9,9,0,0,1.7,0,1,0.18999999999999995,7,-16,-9,-5,-5,1,10,-2,0,-1,15,-9,1,-4,-4,0,0,-1.2999999999999998,-0.010000000000000009,-1,-1,0.04999999999999999,19,0,-12,-1,-7,-4,0,0,-1,0,-33,-6,1,-5,-5,-2,0,-0.7
0.37,2020-06-19,2019_2020,0,1,Granada,2,1,0.36,1970,20,8,5,0,3,58,1,2,1,50,31,4,18,12,4,0,1.0,1,1,0.28,2002,51,10,4,3,3,81,1,2,2,80,43,4,16,9,3,0,0.5,0,1,0.07,10,-32,-2,2,-4,0,-6,-1,0,1,-25,-11,3,1,-3,-2,0,-1.2999999999999998,0.020000000000000018,0,1,-0.18,11,-8,-6,0,-4,-2,-3,0,-6,1,52,-7,4,-4,4,2,0,-0.19999999999999996
0.4,2020-06-19,2019_2020,1,1,Sevilla,1,0,0.38,2066,57,10,4,3,3,88,1,6,1,54,50,3,10,12,1,0,0.8,2,1,0.23,2251,75,10,5,5,0,91,1,3,2,57,44,1,16,16,5,0,0.8,-1,0,-0.03,7,12,-3,-1,-2,0,9,-1,-5,-1,8,-21,2,-3,-4,1,0,-0.7999999999999999,0.0,-2,-1,-0.03,5,10,-2,-2,2,-2,2,-4,0,0,-15,-25,-2,11,-1,3,0,-0.6000000000000001
0.38,2020-06-22,2019_2020,1,1,Villarreal,1,1,0.3,2014,49,5,1,2,2,78,1,0,1,63,54,4,15,15,3,0,0.9,0,0,0.31,2068,36,8,4,3,1,78,0,2,2,50,40,3,17,8,3,0,0.9,0,0,0.15000000000000002,3,-1,-5,-3,-1,-1,-3,0,-2,-1,-16,10,0,-1,6,0,0,-1.0,-0.010000000000000009,-1,0,0.23,-1,-21,-2,0,0,-2,-9,-1,-4,1,-4,-9,0,7,-4,2,0,-0.09999999999999998
0.33,2020-06-23,2019_2020,0,1,Levante,3,1,0.52,1954,53,14,8,4,2,79,2,5,1,33,48,2,10,10,0,0,0.9,1,0,0.15,2179,61,15,4,8,3,85,1,10,4,25,65,2,14,12,4,0,0.9,2,1,-0.06,1,11,4,4,1,-1,-1,0,0,-2,-23,-1,-1,-2,1,-1,0,0.9999999999999999,0.0,-4,-1,-0.09999999999999999,12,9,5,-2,6,1,14,-3,8,-4,-39,17,-1,6,1,1,0,-0.5999999999999999
0.33,2020-06-24,2019_2020,2,1,Real Madrid,2,0,0.04,2192,48,10,6,4,0,84,0,1,3,52,44,1,15,15,2,0,1.3,1,1,0.63,1798,38,7,3,3,1,64,0,3,1,71,50,3,15,10,3,0,0.6,-1,0,0.07,7,-14,-9,-8,2,-3,-7,-3,-7,2,-22,-12,-1,3,7,2,0,-0.5999999999999999,0.07999999999999996,1,1,-0.15999999999999998,-3,-10,-8,-2,-5,-1,-15,-2,-3,0,7,-6,0,5,-4,-1,0,-1.2000000000000002
0.31,2020-06-27,2019_2020,2,1,Athletic Bilbao,0,0,0.12,2008,27,6,0,4,2,67,1,2,0,47,46,3,16,10,1,0,2.6,0,0,0.58,1796,44,11,4,5,2,86,0,4,1,73,55,4,12,17,2,0,1.3,-1,-1,0.37,6,-16,-6,-3,-3,0,-8,-3,-9,-1,-16,-5,-2,0,-1,-3,0,-1.2999999999999998,-0.03999999999999998,-1,-1,0.3,0,6,4,1,2,1,21,0,1,0,1,5,1,-3,7,-1,0,0.19999999999999996
0.39,2020-06-28,2019_2020,2,1,Levante,0,0,0.31,1947,56,12,0,5,7,84,1,10,0,66,48,7,12,14,4,0,1.5,1,0,0.31,1958,65,12,6,3,3,84,1,6,2,66,72,3,18,18,4,0,2.1,-3,-1,0.11000000000000004,19,3,-2,-8,1,5,4,-1,5,-1,33,0,5,2,4,4,0,-0.9999999999999999,-0.04999999999999999,1,0,-0.16999999999999998,-6,8,3,1,2,0,2,-1,1,-1,-3,24,1,7,3,4,0,-0.9
0.35,2020-06-28,2019_2020,0,1,Granada,0,0,0.27,1959,40,4,1,2,1,67,0,2,2,77,55,3,17,11,4,0,1.5,1,1,0.38,1914,34,14,5,4,5,62,0,10,3,87,48,0,12,7,4,0,1.7,0,0,0.030000000000000027,-12,-9,-10,-3,-6,-1,-8,-1,-3,2,44,10,3,0,-3,4,0,-0.9,-0.02999999999999997,0,0,-0.18,6,-11,6,3,-1,4,14,-1,9,-2,47,-4,-1,-3,-9,4,0,0.0
0.37,2020-06-28,2019_2020,0,1,Espanyol,0,0,0.51,1905,34,9,3,3,3,68,1,5,1,64,27,5,18,16,4,0,0.8,2,1,0.11,2194,55,14,6,5,3,88,2,5,4,52,45,4,18,10,4,0,2.1,-1,-1,0.17,-19,-11,-1,0,-1,0,-7,1,-3,-1,5,-23,-1,7,6,2,0,0.5000000000000001,-0.010000000000000009,0,1,-0.13,9,6,4,0,1,3,3,2,4,1,0,0,3,3,-5,2,0,0.0
0.35,2020-06-29,2019_2020,2,1,Getafe,1,1,0.29,2035,53,15,1,8,6,62,0,8,2,66,52,1,19,12,2,0,1.4,0,0,0.36,2026,58,13,6,6,1,81,0,8,2,58,59,0,18,14,4,0,0.8,0,0,0.10000000000000003,-6,0,6,-1,2,5,9,-2,6,0,11,5,0,1,0,-1,0,-0.10000000000000009,0.0,-1,0,-0.18999999999999997,-9,7,3,4,1,-2,-3,0,4,0,5,3,-4,2,0,-1,0,0.4
0.36,2020-06-30,2019_2020,2,1,Real Mallorca,1,0,0.36,1792,52,14,2,7,5,81,0,8,2,50,43,3,16,17,2,0,1.5,2,0,0.27,1942,32,10,6,1,3,76,3,3,2,60,58,0,19,9,3,0,1.4,1,0,-0.050000000000000044,-2,8,3,-2,2,3,-4,0,4,1,-23,-11,-1,4,0,0,0,0.7000000000000001,-0.020000000000000018,1,-1,0.03999999999999998,16,-8,6,5,-2,3,2,3,0,0,-5,17,-6,4,-9,1,0,0.9999999999999999
0.33,2020-06-30,2019_2020,0,1,Leganes,1,0,0.47,1878,48,21,7,9,5,73,2,4,2,83,51,3,15,12,1,0,0.8,1,0,0.2,2062,75,15,3,7,5,87,1,5,2,61,51,4,16,15,3,0,0.6,1,0,0.12999999999999995,-1,-10,11,4,2,5,-4,2,0,-1,25,6,2,3,-4,-3,0,0.40000000000000013,0.0,-1,-1,-0.22,1,16,1,-4,4,1,4,0,-3,-1,-9,-5,1,4,1,0,0,0.7999999999999999
0.35,2020-06-30,2019_2020,1,1,Barcelona,2,1,0.18,2245,67,18,2,8,8,88,3,8,0,64,41,4,10,18,4,0,1.9,2,0,0.47,2188,70,14,4,6,4,87,1,3,1,78,60,1,13,14,3,0,1.9,1,1,0.06999999999999999,2,-5,0,-2,0,2,1,1,1,-2,18,-12,4,0,3,2,0,-0.30000000000000004,0.06,1,-1,-0.06999999999999999,7,26,2,-3,3,2,8,0,-1,-3,13,9,1,-1,3,1,0,0.9
0.33,2020-07-01,2019_2020,0,1,Alaves,1,0,0.26,1895,30,6,2,3,1,65,0,1,0,73,39,2,14,10,2,0,1.1,1,0,0.41,1945,57,14,5,6,3,67,2,8,1,50,66,4,8,13,1,0,1.3,1,0,0.34,-13,-22,1,2,0,-1,3,-2,-6,-1,30,-24,2,2,-4,0,0,0.09999999999999998,-0.07999999999999996,1,0,-0.12,1,17,10,4,4,2,0,2,6,-1,-27,11,1,-9,2,-3,0,1.4
0.37,2020-07-01,2019_2020,1,1,Real Valladolid,1,1,0.26,1892,24,11,5,3,3,65,1,1,1,50,48,2,17,15,2,0,1.6,4,2,0.36,1958,36,9,4,3,2,76,2,2,5,37,71,6,13,12,0,0,0.4,0,0,0.21999999999999997,1,-21,5,3,1,1,9,0,-6,-2,-23,1,2,5,-4,-3,0,-0.9,-0.030000000000000027,4,2,-0.21000000000000002,-7,-20,-3,4,-2,-5,-7,1,-8,5,-29,22,-1,1,-2,-4,0,0.6
0.36,2020-07-02,2019_2020,0,1,Eibar,2,1,0.26,1928,42,13,6,5,2,62,4,5,0,70,33,4,13,8,0,0,0.9,2,1,0.38,1923,51,6,5,1,0,70,2,2,0,69,49,6,12,13,1,0,0.9,1,0,0.07,11,8,-1,1,1,-3,0,4,-5,-3,-16,-15,4,1,1,-4,0,1.1,-0.040000000000000036,1,1,-0.09000000000000002,13,3,-1,4,-3,-2,12,1,-1,-2,13,12,6,-2,1,-2,0,-0.10000000000000009
0.37,2020-07-02,2019_2020,2,1,Real Sociedad,1,0,0.19,2019,59,5,1,3,1,67,2,4,2,72,67,2,11,21,3,0,1.5,0,0,0.44,1900,31,8,5,2,1,76,2,1,0,72,56,5,19,13,1,0,0.2,1,0,0.13999999999999999,-16,1,-8,-5,-3,0,-14,2,-4,0,13,7,2,-7,7,-1,0,0.0,0.0,0,0,0.13,-6,-3,-1,2,-1,-2,7,1,-4,-1,8,29,0,1,-3,-3,0,-0.30000000000000004
0.32,2020-07-04,2019_2020,2,1,Real Valladolid,0,0,0.3,1891,46,15,4,9,2,82,0,8,3,53,58,3,10,11,2,0,0.5,0,0,0.37,1878,55,11,5,2,4,73,1,6,0,81,60,2,18,15,3,0,0.4,-1,-1,-0.35,7,21,4,-1,6,-1,17,-1,7,2,3,9,1,-7,-4,0,0,1.0,0.07,-1,0,-0.38,-2,25,5,3,-1,3,8,1,5,0,8,21,0,4,5,1,0,0.10000000000000009
0.37,2020-07-04,2019_2020,1,1,Granada,2,1,0.34,1962,44,7,4,1,2,62,1,2,2,52,39,5,16,14,2,0,2.3,0,0,0.29,1982,51,10,1,9,0,82,1,3,6,77,47,2,9,12,1,0,0.7,1,1,0.13999999999999996,-14,-13,-7,-1,-5,-1,-5,-1,-6,1,2,-27,1,8,1,1,0,-0.19999999999999996,-0.019999999999999962,0,0,-0.08000000000000002,-11,8,6,1,7,-2,-2,1,-1,0,17,-11,0,-9,3,-1,0,0.8
0.37,2020-07-05,2019_2020,0,1,Athletic Bilbao,2,1,0.47,2031,48,12,4,5,3,79,1,5,1,66,52,1,12,8,0,0,0.3,1,0,0.16,2203,67,8,4,2,2,84,2,6,4,72,41,3,15,21,5,0,2.5,-1,-1,0.25,4,1,0,-2,1,1,-1,-1,4,1,13,-3,0,-5,-6,-1,0,-1.9000000000000001,0.030000000000000027,0,-1,-0.020000000000000004,5,-1,-6,-2,-3,-1,-3,0,1,1,8,-1,-2,2,4,4,0,-0.30000000000000004
0.34,2020-07-05,2019_2020,0,1,Espanyol,1,1,0.32,1896,36,4,3,1,0,74,0,3,2,50,47,2,15,11,1,0,0.8,0,0,0.34,1865,41,9,3,5,1,80,1,4,3,66,52,3,23,10,4,0,0.4,1,1,-0.07,-5,5,-4,-2,-1,-1,-2,-2,2,2,-22,-8,-3,-4,-2,0,0,-0.6000000000000001,0.0,-1,0,0.06,-6,-6,-12,-4,-4,-4,7,-1,0,1,-16,1,0,8,-2,3,0,-0.8
0.34,2020-07-05,2019_2020,1,1,Osasuna,2,1,0.36,1942,45,9,6,3,0,57,1,4,2,66,58,4,12,8,1,0,0.6,0,0,0.3,2038,32,10,3,5,2,61,0,5,0,50,58,3,22,15,5,0,0.3,0,0,0.13,6,-6,3,1,2,0,-13,-1,2,2,-2,9,-2,0,-5,0,0,-0.09999999999999998,0.019999999999999962,-2,-1,0.29,7,-7,-1,-1,0,0,8,-1,0,-1,-12,25,3,0,4,-1,0,-0.8999999999999999
0.4,2020-07-05,2019_2020,0,1,Villarreal,2,2,0.43,2040,53,15,6,7,2,88,4,5,4,47,35,1,16,10,1,0,0.9,2,1,0.17,2241,72,12,5,5,2,91,1,3,0,47,48,1,11,13,3,0,2.4,0,0,0.010000000000000009,11,-3,-2,2,-5,1,0,0,4,3,-35,-6,1,7,-6,1,0,0.2999999999999998,0.030000000000000027,0,0,0.03,-6,5,-6,3,-3,-6,3,-2,-5,0,-17,6,-3,1,-5,-1,0,0.3999999999999999
0.39,2020-07-06,2019_2020,1,1,Levante,0,0,0.33,1959,53,8,3,4,1,83,0,3,0,84,41,4,12,9,1,0,1.1,2,0,0.28,2023,63,12,4,5,3,83,3,4,4,50,52,2,11,15,2,0,0.8,-4,-2,0.04999999999999999,11,16,-1,-1,1,-1,6,-2,1,-5,47,-29,-2,-1,-3,1,0,-1.1,-0.020000000000000018,1,0,-0.16999999999999998,-7,3,7,3,2,2,15,1,0,2,-22,-14,0,0,-6,-1,0,0.7
0.31,2020-07-06,2019_2020,2,1,Sevilla,3,2,0.1,2075,58,11,6,4,1,87,1,2,3,69,47,3,10,23,3,0,1.3,0,0,0.58,1909,54,11,4,4,3,66,1,9,2,70,41,4,8,12,1,0,1.5,2,2,0.11000000000000001,-7,-16,-4,3,-3,-4,0,0,-3,1,7,-4,-1,-6,8,0,0,-1.1,0.030000000000000027,-2,-1,-0.12,14,12,-2,-2,-1,1,4,-3,4,2,0,8,0,-5,4,1,0,-0.7999999999999999
0.34,2020-07-07,2019_2020,2,1,Valencia,2,0,0.21,1984,46,4,3,1,0,70,2,3,1,64,43,2,14,16,2,0,1.1,1,0,0.45,1898,53,5,3,1,1,73,1,1,2,40,49,0,13,17,3,0,0.5,2,0,0.0,-19,-5,-6,2,-8,0,-12,1,0,-5,-13,-3,0,5,4,1,0,-0.30000000000000004,0.02999999999999997,1,0,0.03999999999999998,-1,6,-10,-1,-8,-1,-8,1,-7,-1,-13,-9,-3,3,6,1,0,-1.1
0.34,2020-07-07,2019_2020,1,1,Celta Vigo,1,1,0.45,1918,44,5,1,4,0,71,0,2,4,90,38,2,20,17,5,0,0.4,3,2,0.21,2194,48,15,3,7,5,84,2,4,2,66,44,1,14,10,2,0,1.2,0,1,-0.030000000000000027,-21,-15,-7,-7,2,-2,-14,-1,-9,4,30,-24,0,8,3,2,0,-1.2,0.020000000000000018,1,1,-0.39999999999999997,4,21,5,0,4,1,8,2,3,0,8,-7,-3,-1,-1,-3,0,0.8000000000000003
0.35,2020-07-09,2019_2020,1,1,Eibar,0,0,0.29,1905,37,19,3,10,6,67,0,8,0,66,40,2,16,9,1,0,0.2,1,0,0.36,1879,36,4,2,1,1,65,1,3,2,42,47,2,22,14,3,0,0.4,0,0,0.31999999999999995,-19,-17,8,-1,6,3,1,-1,-1,-2,-3,-1,-2,8,-3,0,0,0.6,-0.04999999999999999,1,0,-0.12999999999999995,-13,-5,-5,-1,-4,0,-14,0,-1,-1,-23,-5,-1,-1,4,-1,0,-0.4
0.31,2020-07-10,2019_2020,2,1,Real Madrid,1,0,0.06,2211,56,10,4,6,0,85,4,2,1,61,32,1,8,13,3,0,2.2,0,0,0.63,1871,46,7,0,5,2,69,0,3,2,87,50,2,17,12,2,0,1.2,0,0,0.07,4,-11,2,0,4,-2,0,2,-4,-3,-11,-9,-2,-7,-8,-2,0,0.7,0.03999999999999998,0,0,0.10999999999999999,-17,-8,-4,-5,3,-2,-3,-1,-3,2,6,-9,0,-1,-3,-1,0,-0.7000000000000001
0.35,2020-07-11,2019_2020,2,1,Osasuna,0,0,0.37,1929,43,8,2,2,4,64,0,8,1,77,53,5,17,7,5,0,1.4,1,0,0.28,1923,50,9,4,3,2,83,0,6,1,75,46,1,14,13,4,0,0.9,0,0,0.030000000000000027,0,-5,2,0,0,2,8,-1,6,-2,47,4,4,-1,-10,0,0,-0.19999999999999996,0.03999999999999998,0,-1,0.21000000000000002,-3,5,4,3,-1,2,11,0,4,-3,-15,7,-1,-6,-4,-1,0,0.2
0.29,2020-07-11,2019_2020,2,1,Atletico Madrid,1,1,0.11,2189,49,10,2,6,2,81,0,2,3,68,53,3,13,14,3,0,0.7,3,2,0.6,1947,56,14,8,5,1,75,2,5,3,61,46,3,9,17,1,0,1.1,-2,-1,0.13999999999999999,2,0,-5,-1,-1,-3,-3,-2,-2,1,1,9,2,-1,4,1,0,-1.5000000000000002,0.040000000000000036,2,2,-0.15,3,1,4,5,-1,0,-5,1,-3,2,11,-14,3,-9,-2,-3,0,1.2000000000000002
0.35,2020-07-12,2019_2020,0,1,Levante,0,0,0.42,1941,54,14,2,5,7,80,1,5,2,35,38,3,20,10,1,0,1.1,1,1,0.23,2012,33,13,4,6,3,68,0,4,1,60,44,5,18,9,3,0,0.9,-1,-1,0.03999999999999998,-1,8,5,-2,2,5,0,0,1,2,-14,-16,1,3,0,-2,0,0.0,0.010000000000000009,1,1,-0.10999999999999999,-8,-10,6,3,2,1,-14,0,1,-2,2,-23,2,5,1,-1,0,0.6000000000000001
0.32,2020-07-12,2019_2020,2,1,Sevilla,2,0,0.1,2090,67,20,7,7,6,83,2,7,0,75,55,3,9,18,2,0,1.7,2,1,0.58,1828,45,15,5,9,1,78,0,1,0,38,61,2,11,19,3,0,0.4,1,0,0.18999999999999997,4,4,12,4,3,5,-1,-1,-4,-2,15,-4,1,-2,3,0,0,0.3999999999999999,0.03999999999999998,2,1,-0.4,-2,-6,2,4,3,-5,-3,0,-4,-1,-31,5,2,0,6,2,0,0.5
0.34,2020-07-16,2019_2020,2,1,Eibar,2,2,0.23,1920,27,11,6,4,1,59,0,2,1,56,37,3,14,9,2,0,2.7,0,0,0.42,1889,35,13,4,6,3,81,1,4,0,62,23,5,15,13,2,0,2.0,2,2,-0.03999999999999998,-3,-30,7,5,3,-1,-2,0,-6,0,0,-10,2,-7,-2,-1,0,1.8,0.010000000000000009,-1,0,0.13999999999999996,-5,-5,2,-1,2,1,0,1,2,-3,3,1,3,10,4,2,0,0.7
0.37,2020-07-16,2019_2020,0,1,Celta Vigo,1,1,0.15,1916,47,12,3,7,2,70,1,4,1,71,43,3,11,8,2,0,1.6,1,0,0.48,1930,56,5,1,2,2,80,1,2,2,28,33,3,11,13,0,0,1.5,0,1,-0.16999999999999998,5,-3,3,-1,4,0,-12,1,-2,0,-3,-2,2,-3,-5,-2,0,0.5,0.009999999999999953,1,0,0.04999999999999999,-17,1,-9,-1,-3,-5,0,0,-3,0,-6,-5,0,-9,3,-1,0,0.0
0.38,2020-07-16,2019_2020,0,1,Real Mallorca,0,0,0.23,1825,36,14,5,4,5,76,0,6,0,66,59,3,7,11,2,0,1.3,1,0,0.39,1968,38,13,4,7,2,79,1,5,0,82,47,3,18,17,2,0,0.9,-2,-1,0.35,17,-8,-1,0,-5,4,-2,0,5,0,28,-2,1,-4,-8,-1,0,-0.9,-0.08000000000000002,-2,-2,0.020000000000000018,14,6,9,1,7,1,22,1,2,-1,36,10,0,5,6,-1,0,0.30000000000000004
0.39,2020-07-16,2019_2020,1,1,Real Sociedad,2,0,0.28,2024,47,11,6,2,3,81,3,10,1,50,62,2,11,10,2,0,0.8,2,1,0.34,2093,63,14,5,4,5,85,1,5,4,55,40,5,14,5,3,0,0.7,0,0,0.19999999999999998,-14,-20,-8,1,-6,-3,-3,2,1,-2,-3,0,2,-1,-2,1,0,-0.19999999999999996,0.03999999999999998,0,1,-0.18999999999999997,11,-3,-6,-2,-3,-1,2,-1,-2,4,-20,-14,2,5,-13,1,0,0.0
0.36,2020-09-26,2020_2021,1,1,Valencia,1,0,0.21,1979,49,9,3,4,2,81,0,6,0,66,65,4,13,11,1,0,0.6,0,0,0.43,1793,70,5,1,3,1,85,0,2,4,68,56,2,18,23,3,0,0.9,-3,-2,0.11999999999999997,10,5,-5,-5,0,0,0,-3,3,-4,-14,9,-2,4,-2,0,0,-1.4,0.020000000000000018,-1,-1,-0.29000000000000004,7,36,-5,-2,-1,-2,10,-1,-4,0,1,6,-1,-4,15,2,0,-0.3
0.35,2020-09-27,2020_2021,1,1,Real Valladolid,0,0,0.33,1884,43,9,2,3,4,75,0,3,4,46,37,4,10,16,0,0,1.5,2,1,0.32,1918,51,23,6,10,7,81,2,6,2,60,34,2,12,13,3,0,1.3,-1,-1,0.10999999999999999,1,3,1,-1,-2,4,9,-1,-2,3,-12,-7,3,-5,0,-4,0,-0.4,0.0,2,1,-0.09000000000000002,3,1,17,3,7,7,24,0,3,-3,-6,-3,1,-1,-1,-1,0,1.4
0.32,2020-10-01,2020_2021,0,1,Athletic Bilbao,2,1,0.13,1985,51,9,5,3,1,62,0,4,4,60,57,0,12,14,1,0,0.6,1,0,0.55,1776,24,12,5,6,1,61,2,6,0,63,57,2,9,13,4,0,0.2,2,1,-0.020000000000000018,-10,-8,0,3,-4,1,-14,0,2,4,14,3,0,2,6,-3,0,0.09999999999999998,-0.010000000000000009,-1,-1,0.06,21,-5,6,1,4,1,0,1,5,0,2,13,2,-14,-3,1,0,-0.09999999999999987
0.36,2020-10-03,2020_2021,1,1,Elche,1,1,0.36,1781,38,5,2,1,2,66,0,2,1,64,51,4,14,9,2,0,0.1,0,0,0.28,1807,36,9,3,4,2,76,0,5,1,56,47,2,13,8,1,0,1.6,1,1,0.020000000000000018,-10,-1,0,0,-1,1,-10,-2,0,0,-2,15,0,3,-3,-1,0,-0.6,0.010000000000000009,-1,0,0.13999999999999996,7,-15,-8,-1,-5,-2,-6,0,1,-2,-8,-8,1,-7,-6,0,0,0.0
0.36,2020-10-04,2020_2021,2,1,Osasuna,1,1,0.32,1933,41,8,4,4,0,62,1,3,2,53,48,2,15,14,2,0,1.2,0,0,0.32,1912,43,10,3,2,5,81,0,3,1,58,54,2,22,10,5,0,0.5,1,1,-0.19,-7,-3,-2,1,-2,-1,6,0,2,-1,16,-7,1,2,-5,0,0,0.19999999999999996,0.02999999999999997,-1,-1,0.18,2,-2,5,2,-1,4,9,-2,2,-1,-1,-13,-1,5,-14,1,0,-0.8
0.34,2020-10-04,2020_2021,2,1,Alaves,1,1,0.39,1858,41,8,3,5,0,75,2,0,2,35,70,2,13,10,2,0,0.6,0,0,0.28,1968,72,13,4,7,2,83,0,5,6,55,53,1,15,14,3,0,0.6,1,1,0.12,1,-5,-1,3,-3,-1,21,-1,-1,0,-36,7,-2,0,-3,0,0,-0.19999999999999996,0.010000000000000009,-2,-1,-0.16999999999999998,11,21,4,-1,4,1,21,0,1,2,-4,-3,1,3,0,2,0,0.0
0.31,2020-10-17,2020_2021,0,1,Celta Vigo,0,0,0.52,1902,60,9,3,5,1,78,0,5,3,68,56,2,10,18,3,0,1.9,0,0,0.17,2173,54,14,1,7,6,87,0,9,4,63,38,2,11,7,1,0,1.4,0,0,-0.18,-8,17,-1,0,3,-4,-2,0,2,2,10,1,0,-12,8,-2,0,0.0,-0.010000000000000009,0,0,0.039999999999999994,-7,-8,-2,-1,0,-1,0,-3,2,2,-3,-14,-1,1,-5,1,0,-1.0
0.35,2020-10-18,2020_2021,2,1,Athletic Bilbao,0,0,0.22,1958,59,8,0,7,1,73,1,6,3,61,53,2,17,18,3,0,2.3,0,0,0.43,1949,45,11,4,6,1,80,1,4,3,36,46,1,14,6,2,0,0.3,0,0,0.15000000000000002,-17,-13,-5,-4,0,-1,-10,1,1,-3,5,0,1,2,4,0,0,0.0,0.020000000000000018,0,0,-0.06000000000000005,-3,10,8,3,4,1,5,1,0,2,-13,7,0,-3,-8,0,0,0.3
0.37,2020-10-18,2020_2021,2,1,Villarreal,0,0,0.15,2042,45,6,2,4,0,84,0,1,0,54,61,1,7,11,2,0,1.5,0,0,0.48,1965,46,5,2,1,2,81,1,4,5,30,60,6,11,13,2,0,0.6,-3,-2,0.36,5,-13,-4,-4,0,0,1,-3,-1,-4,-25,31,-1,-4,-2,2,0,-1.9999999999999998,0.009999999999999953,-1,0,-0.16999999999999998,15,11,-4,-3,0,-1,10,0,1,1,-4,14,3,-4,-2,-3,0,-0.4
0.39,2020-10-24,2020_2021,0,1,Barcelona,0,0,0.22,2234,72,7,1,5,1,86,1,2,3,35,67,3,10,20,3,0,1.8,0,0,0.39,2180,74,14,2,8,4,87,1,5,6,66,42,3,7,5,2,0,3.0,-1,-1,0.03,-5,18,-5,-4,0,-1,-1,0,-4,3,-47,30,3,-1,2,2,0,-0.30000000000000004,-0.020000000000000018,-2,-1,-0.06999999999999999,9,19,1,-1,2,0,3,-2,-2,5,8,-10,-1,-1,-9,1,0,-1.2000000000000002
